956,651
T,1559785313,2904
U,1559785313,46931
X,1559785314,395127,774
X,1559785315,395320,684
X,1559785316,395440,658
X,1559785316,395411,755
X,1559785317,395449,674
X,1559785317,395592,939
X,1559785318,395620,769
X,1559785318,395524,705
X,1559785319,395467,1040
X,1559785320,395482,753
X,1559785320,395695,1828
X,1559785321,394921,6557
P,1559785321,5139
X,1559785321,396051,989
X,1559785322,395293,1562
X,1559785322,395599,993
X,1559785323,395916,1041
X,1559785324,395621,793
X,1559785324,395351,1918
X,1559785325,395496,1133
X,1559785325,395300,762
X,1559785326,395223,592
X,1559785326,395305,789
X,1559785327,395154,834
X,1559785327,394771,5994
X,1559785328,395246,4382
X,1559785329,395258,2234
X,1559785329,394904,659
X,1559785330,394932,905
X,1559785330,395202,842
X,1559785331,395273,665
A,1559785331,395376,1147
T,1559785331,2904
U,1559785331,46931
X,1559785333,395324,929
X,1559785333,395364,1217
X,1559785334,395544,535
X,1559785335,395348,764
X,1559785335,395456,852
X,1559785336,395344,563
X,1559785336,395288,768
X,1559785337,395481,566
X,1559785337,395436,595
X,1559785337,395380,527
X,1559785338,395214,566
X,1559785338,395418,1079
X,1559785339,395419,699
X,1559785339,395421,699
X,1559785340,395172,529
X,1559785340,395289,497
X,1559785341,395475,1759
X,1559785341,395015,1784
X,1559785342,395107,1143
X,1559785343,395036,470
X,1559785343,395178,709
X,1559785344,395395,460
X,1559785344,395068,877
X,1559785345,395233,1245
X,1559785345,395131,639
X,1559785346,395147,702
A,1559785346,395303,508
T,1559785346,2904
U,1559785346,46931
X,1559785348,395311,766
X,1559785349,395267,469
X,1559785349,395405,508
X,1559785350,395431,522
P,1559785350,5164
X,1559785350,395495,732
X,1559785351,395483,857
X,1559785351,395376,984
X,1559785352,395342,426
X,1559785352,395244,586
X,1559785353,395359,777
X,1559785354,395454,598
X,1559785354,395499,2301
X,1559785355,395554,1286
X,1559785355,395097,1545
X,1559785356,395124,4864
X,1559785356,395140,1636
X,1559785357,395230,1178
X,1559785358,394925,774
X,1559785358,395093,3035
