19861454,244224
R,1559861454,5C00DDFC91
R,1559861454,5C00DDFC91
R,1559861454,5C00DDFC91
X,1559861456,355074,33200
X,1559861456,357217,22356
X,1559861457,353210,13554
X,1559861457,352812,28163
X,1559861458,356096,21490
X,1559861458,353713,33193
X,1559861459,355275,5854
X,1559861460,355944,5368
X,1559861460,354769,18695
X,1559861461,354940,10248
X,1559861461,354531,5135
X,1559861462,353694,8387
P,1559861462,5161
X,1559861462,354128,1825
X,1559861463,354460,1736
X,1559861464,354542,4875
X,1559861464,354876,5997
X,1559861465,356749,47470
X,1559861465,347640,1804
X,1559861466,352374,45263
X,1559861466,355598,14497
X,1559861467,350735,37351
X,1559861468,355663,14034
X,1559861468,355196,2410
X,1559861469,356011,27183
X,1559861469,357121,22820
X,1559861470,355845,7102
X,1559861470,355345,32624
X,1559861471,356356,41628
X,1559861472,355803,30515
X,1559861472,357724,32564
X,1559861473,358187,24003
X,1559861473,356830,11741
X,1559861474,356915,13652
X,1559861474,355933,18088
X,1559861475,356567,13187
X,1559861476,357706,8607
X,1559861476,353996,22161
X,1559861477,355805,43878
X,1559861477,356402,4660
X,1559861478,355494,7219
X,1559861478,355999,10358
X,1559861479,356174,19025
X,1559861480,355576,5369
X,1559861480,356438,18137
X,1559861481,356378,11296
X,1559861481,355873,11581
X,1559861482,356196,5490
X,1559861482,354983,15920
X,1559861483,355809,2831
X,1559861483,356013,1573
X,1559861484,356473,4393
X,1559861485,355057,13553
X,1559861485,355714,6076
X,1559861486,355213,17306
X,1559861486,355943,8737
X,1559861487,355635,3165
X,1559861487,355963,5410
X,1559861488,356589,11383
X,1559861489,356192,8936
X,1559861489,356738,7885
X,1559861489,356104,13109
X,1559861489,356738,7599
X,1559861490,356860,10271
X,1559861490,356491,8614
X,1559861491,355674,15634
P,1559861491,5163
X,1559861492,355988,1106
X,1559861492,356517,2504
X,1559861493,356083,7412
X,1559861493,356167,3651
X,1559861494,356133,1241
X,1559861494,356316,823
X,1559861495,356237,621
X,1559861496,356080,702
X,1559861496,356042,1325
X,1559861497,356240,1382
X,1559861497,356242,982
X,1559861498,356003,979
X,1559861498,356132,1176
X,1559861499,356111,1310
X,1559861500,356249,830
