
85,399757,2094
X,1559442385,399878,836
X,1559442386,399772,1357
X,1559442387,399840,1078
X,1559442387,399891,659
X,1559442388,399835,1881
X,1559442388,399864,769
A,1559442388,399995,277
T,1559442389,2895
R,1559442389,5C00DDFC91
X,1559442389,399829,1487
X,1559442390,399937,727
X,1559442391,399899,674
X,1559442391,399923,802
X,1559442392,399807,3416
X,1559442392,399622,947
X,1559442393,399650,618
X,1559442393,399558,1397
X,1559442394,399721,680
X,1559442395,399534,1370
X,1559442395,399747,744
P,1559442395,5174
X,1559442396,399686,682
X,1559442396,399710,1080
X,1559442397,399712,898
X,1559442397,399560,2172
X,1559442398,399755,4926
X,1559442398,400015,2283
X,1559442399,399387,3765
X,1559442400,399858,918
X,1559442400,399850,1809
X,1559442401,399871,811
X,1559442401,399871,1224
X,1559442402,399786,1350
X,1559442402,399793,477
X,1559442403,399576,1291
X,1559442404,399760,658
X,1559442404,399475,1509
X,1559442405,399727,917
X,1559442405,399725,801
X,1559442406,399718,1488
X,1559442406,399697,787
X,1559442407,399582,1001
X,1559442408,399733,756
X,1559442408,399728,496
X,1559442409,399669,1151
X,1559442409,399782,725
X,1559442410,399735,516
A,1559442410,399765,315
T,1559442410,2895
R,1559442410,5C00DDFC91
X,1559442412,399780,1799
X,1559442412,399835,708
X,1559442413,399724,1376
X,1559442414,399735,737
X,1559442414,399768,477
X,1559442415,399780,1853
X,1559442415,399804,532
X,1559442416,399670,1216
X,1559442416,399861,1037
X,1559442417,399874,859
X,1559442418,399824,1375
X,1559442418,399950,636
X,1559442419,399943,768
X,1559442419,399886,1551
X,1559442420,400032,452
X,1559442420,399896,1625
X,1559442421,400057,789
X,1559442421,400004,768
X,1559442422,399819,1245
X,1559442423,399994,686
X,1559442423,399903,1295
X,1559442424,399791,1603
X,1559442424,399901,668
X,1559442425,399823,1080
X,1559442425,399759,1489
P,1559442426,5209
X,1559442426,399867,599
X,1559442427,399648,1630
X,1559442427,399938,565
X,1559442428,399893,785
X,1559442428,399781,1149
X,1559442429,399861,734
X,1559442429,399853,871
X,1559442430,399736,1852
X,1559442430,399818,593
X,1559442430,399788,816
X,1559442431,399842,1224
X,1559442431,399856,737
