31560456841,361581,1302
T,1560456841,2937
U,1560456842,64657
X,1560456843,361418,916
X,1560456844,361436,685
X,1560456844,361567,904
X,1560456845,361156,1127
X,1560456845,361053,1155
X,1560456846,361129,935
X,1560456847,360441,1244
X,1560456847,360406,1584
X,1560456848,360797,743
X,1560456848,361133,893
X,1560456849,361323,2422
X,1560456849,361560,1092
X,1560456850,361528,878
X,1560456851,361225,1002
X,1560456851,361076,1500
X,1560456852,361621,1053
X,1560456852,361594,581
X,1560456853,361555,745
X,1560456853,361704,560
X,1560456854,361675,482
X,1560456855,361544,832
X,1560456855,361106,5056
X,1560456856,361502,1101
P,1560456856,5156
X,1560456856,361531,876
X,1560456857,361578,626
X,1560456857,361578,748
X,1560456858,361600,728
X,1560456859,361516,807
X,1560456859,361181,625
X,1560456860,361236,958
X,1560456860,361132,878
A,1560456860,361421,907
T,1560456860,2937
U,1560456861,64657
X,1560456862,361390,2686
X,1560456863,361514,691
X,1560456863,361612,763
X,1560456864,361639,1220
X,1560456864,361313,1111
X,1560456865,361147,1719
X,1560456866,361254,970
X,1560456866,361392,9146
X,1560456867,361735,769
X,1560456867,361507,2657
X,1560456868,361658,468
X,1560456868,361689,555
X,1560456869,361476,719
X,1560456870,361752,558
X,1560456870,361747,510
X,1560456871,361798,6881
X,1560456871,361813,569
X,1560456872,361872,793
X,1560456872,361570,1176
X,1560456873,361599,782
X,1560456874,361724,453
X,1560456874,361828,669
X,1560456875,361831,713
X,1560456875,361730,746
X,1560456876,361698,675
X,1560456876,361586,5810
X,1560456877,361417,1619
X,1560456878,361503,1549
X,1560456878,361694,1059
X,1560456879,361470,1089
X,1560456879,361568,1131
X,1560456879,361627,1385
X,1560456879,361493,2302
X,1560456880,361482,2431
X,1560456881,361675,1212
X,1560456881,361722,964
X,1560456882,361648,1170
X,1560456882,361753,899
X,1560456883,361890,988
