H,1551990836,147519
T,1551990836,2804
R,1551990836,700D9B77F
X,1551990838,403153,562
X,1551990838,403373,661
X,1551990839,403507,821
X,1551990840,403480,1004
X,1551990840,403591,690
X,1551990841,403719,577
X,1551990841,403846,448
X,1551990842,403776,768
X,1551990842,403576,1901
X,1551990843,403427,1638
X,1551990844,403351,958
X,1551990844,403364,589
X,1551990845,403679,474
X,1551990845,404009,762
X,1551990846,403792,724
X,1551990846,403652,689
X,1551990847,403911,694
X,1551990848,403815,610
X,1551990848,403832,642
X,1551990849,403865,672
X,1551990849,403889,730
X,1551990850,403861,907
X,1551990850,403817,1200
X,1551990851,403848,779
A,1551990851,403691,856
T,1551990851,2804
R,1551990851,700D9B77F
X,1551990853,403884,685
X,1551990854,403760,1171
X,1551990854,403730,793
X,1551990855,403744,818
X,1551990855,403575,783
X,1551990856,403518,464
X,1551990856,403667,552
X,1551990856,403620,1035
X,1551990857,403595,1089
X,1551990857,403673,782
X,1551990858,403573,915
X,1551990858,403509,622
X,1551990859,403487,581
X,1551990859,403551,744
X,1551990860,403544,601
P,1551990860,5099
X,1551990860,403236,816
X,1551990861,403444,1038
X,1551990862,403530,383
X,1551990862,403396,274
X,1551990863,403192,757
X,1551990863,402988,802
X,1551990864,403294,17778
X,1551990864,403711,2481
X,1551990865,403810,2501
X,1551990866,404081,559
X,1551990866,403894,1427
X,1551990867,403738,749
X,1551990867,403915,1099
X,1551990868,403995,1127
X,1551990868,404096,928
A,1551990868,403585,1108
T,1551990869,2804
R,1551990869,700D9B77F
X,1551990870,404140,737
X,1551990871,403931,985
X,1551990872,403838,633
X,1551990872,403765,1798
X,1551990873,403480,1091
X,1551990873,403668,650
X,1551990874,403709,689
X,1551990874,403753,496
X,1551990875,403750,670
X,1551990876,403799,986
X,1551990876,403932,589
X,1551990877,404061,938
X,1551990877,403969,727
X,1551990878,403863,538
X,1551990878,403861,643
X,1551990879,403946,751
X,1551990880,404008,826
X,1551990880,403987,1007
X,1551990881,403965,694
X,1551990881,404000,739
X,1551990882,403987,701
X,1551990882,403919,622
X,1551990883,403955,1179
X,1551990883,403845,964
A,1551990883,403897,472
T,1551990884,2804
R,1551990884,700D9B77F
X,1551990885,403283,510
X,1551990886,403348,698
X,1551990887,402913,970
X,1551990887,402878,922
X,1551990888,403307,1061
X,1551990888,403401,763
X,1551990889,403560,723
X,1551990889,403836,644
X,1551990890,403549,650
P,1551990890,5101
X,1551990891,403783,8153
X,1551990891,403740,1142
X,1551990892,403720,638
X,1551990892,403754,868
X,1551990893,403863,894
X,1551990893,403849,727
X,1551990894,403917,600
X,1551990895,403822,458
X,1551990895,403938,906
X,1551990896,403997,1826
X,1551990896,404264,1611
X,1551990897,404297,2024
X,1551990897,404315,767
X,1551990897,404050,1570
X,1551990898,403964,1722
X,1551990898,403890,825
X,1551990899,403683,1596
X,1551990899,404056,1034
X,1551990900,403817,3176
X,1551990900,403564,2192
X,1551990901,403424,596
X,1551990902,403166,985
X,1551990902,403084,621
A,1551990902,403575,1437
T,1551990902,2804
R,1551990902,700D9B77F
X,1551990904,403356,886
X,1551990905,403794,1297
X,1551990905,403822,1227
X,1551990906,403864,847
X,1551990906,403861,1783
X,1551990907,404093,478
X,1551990907,404144,590
X,1551990908,403950,963
X,1551990909,404043,974
X,1551990909,404171,1214
X,1551990910,404243,791
X,1551990910,404200,636
X,1551990911,404195,877
X,1551990911,404309,1200
X,1551990912,404325,827
X,1551990913,404357,917
X,1551990913,404359,1142
X,1551990914,404180,731
X,1551990914,404012,780
X,1551990915,403978,1025
X,1551990915,403981,1044
X,1551990916,403908,1078
X,1551990917,403875,558
X,1551990917,403699,545
X,1551990918,403553,542
X,1551990918,403637,734
X,1551990919,403563,872
P,1551990919,5101
X,1551990919,403603,767
X,1551990920,403412,544
A,1551990920,403915,1001
T,1551990920,2804
R,1551990920,700D9B77F
X,1551990922,403529,1184
X,1551990922,403345,759
X,1551990923,403116,1051
X,1551990924,402758,824
X,1551990924,402893,771
X,1551990925,403167,647
X,1551990925,403346,574
X,1551990926,403130,746
X,1551990926,403232,953
X,1551990927,403198,1066
X,1551990928,403379,883
X,1551990928,403599,832
X,1551990929,403807,465
