,1551643406,387003,726
X,1551643406,387092,859
X,1551643407,387148,512
X,1551643407,387203,290
X,1551643408,387105,4144
X,1551643408,387105,1016
X,1551643409,387110,728
A,1551643409,386899,766
T,1551643409,2827
R,1551643409,700D9B77F
P,1551643409,4980
X,1551643411,387288,697
X,1551643412,387389,545
X,1551643412,387361,525
X,1551643413,387405,778
X,1551643413,387379,380
X,1551643414,387409,1530
X,1551643414,387027,1752
X,1551643415,387266,408
X,1551643416,387266,259
X,1551643416,387189,673
X,1551643417,387210,756
X,1551643417,387225,731
X,1551643418,387176,383
X,1551643418,387231,962
X,1551643419,387231,744
X,1551643420,387259,660
X,1551643420,387080,628
X,1551643421,387013,854
X,1551643421,386922,618
X,1551643422,386419,1162
X,1551643422,386442,1214
X,1551643423,386474,535
X,1551643424,386326,577
X,1551643424,386076,723
A,1551643424,387088,1329
T,1551643424,2827
R,1551643424,700D9B77F
X,1551643426,386051,511
X,1551643427,385884,512
X,1551643427,385990,801
X,1551643428,386196,1060
X,1551643428,386578,447
X,1551643429,386830,801
X,1551643429,386953,724
X,1551643429,386985,563
X,1551643430,386978,740
X,1551643430,387001,519
X,1551643431,387096,904
X,1551643431,387203,566
X,1551643432,387201,513
X,1551643432,387249,930
X,1551643433,387062,735
X,1551643434,386855,831
X,1551643434,386670,616
X,1551643435,386870,525
X,1551643435,386855,809
X,1551643436,386864,1048
X,1551643436,386880,714
X,1551643437,387122,471
A,1551643437,386815,1365
T,1551643437,2827
R,1551643437,700D9B77F
P,1551643439,5136
X,1551643439,387117,745
X,1551643440,387067,527
X,1551643440,387162,986
X,1551643441,386949,1070
X,1551643441,387034,738
X,1551643442,387218,570
X,1551643442,387358,677
X,1551643443,387607,578
X,1551643444,387791,506
X,1551643444,387890,566
X,1551643445,387730,613
X,1551643445,387821,1546
X,1551643446,387831,695
X,1551643446,387748,986
X,1551643447,387788,657
X,1551643448,387897,1721
X,1551643448,388143,967
X,1551643449,388180,2057
X,1551643449,388165,3815
X,1551643450,387755,3216
X,1551643450,389284,4942
X,1551643451,389207,4671
X,1551643451,389127,9960
X,1551643452,386818,11524
X,1551643453,390108,10973
X,1551643453,390042,13276
X,1551643454,388317,5651
X,1551643454,388229,7693
X,1551643455,387087,4755
X,1551643455,388067,11626
X,1551643456,388269,4898
X,1551643457,384815,9866
X,1551643457,387833,3409
X,1551643458,386825,26125
X,1551643458,386947,3375
X,1551643459,386807,2188
X,1551643459,386962,3846
X,1551643460,387063,886
X,1551643461,387254,933
X,1551643461,387016,1651
X,1551643462,386997,1353
X,1551643462,388028,8573
X,1551643463,386316,10756
X,1551643463,387475,2685
X,1551643464,387239,2087
X,1551643465,387190,2035
X,1551643465,387204,674
X,1551643466,387154,653
X,1551643466,386934,970
X,1551643467,387088,675
A,1551643467,387409,1209
T,1551643467,2827
P,1551643469,5133
X,1551643469,386692,1060
X,1551643469,387015,697
X,1551643470,387058,766
X,1551643470,387097,6213
X,1551643470,387109,2065
X,1551643471,386941,2672
X,1551643471,386947,656
X,1551643472,386991,892
X,1551643472,387049,555
X,1551643473,387119,764
X,1551643474,387079,1422
X,1551643474,387036,1090
X,1551643475,386890,661
X,1551643475,386934,482
X,1551643476,387039,846
