,,145693,99
O,1565056155,145695,130
O,1565056156,145647,118
O,1565056156,145652,175
O,1565056157,145127,854
O,1565056157,144759,304
O,1565056158,144679,432
O,1565056158,144554,401
O,1565056159,144734,427
O,1565056159,144530,367
O,1565056160,144756,289
O,1565056161,144844,207
P,1565056161,5027
O,1565056161,145073,316
O,1565056162,145129,187
O,1565056162,145283,205
O,1565056163,145404,151
O,1565056163,145334,226
O,1565056164,145429,101
O,1565056165,145302,112
O,1565056165,145312,294
O,1565056166,145464,401
O,1565056166,145429,193
O,1565056167,145406,131
O,1565056167,145418,104
O,1565056168,145370,273
O,1565056168,145185,289
O,1565056168,145301,98
O,1565056169,145282,149
O,1565056169,145274,179
O,1565056170,145190,218
O,1565056170,145243,425
O,1565056171,145163,219
O,1565056172,145228,265
O,1565056172,145336,155
O,1565056173,145281,116
O,1565056173,145299,111
O,1565056174,145325,675
O,1565056174,145337,330
O,1565056175,145346,154
O,1565056176,145374,176
O,1565056176,145355,177
O,1565056177,145396,124
O,1565056177,145394,112
O,1565056178,145417,421
O,1565056178,145401,346
O,1565056179,145418,158
O,1565056180,145410,96
O,1565056180,145377,139
O,1565056181,145325,155
O,1565056181,145326,271
O,1565056182,145296,173
O,1565056182,145291,119
O,1565056183,145306,153
