
6
D,1559442225,270592
D,1559442227,270592
D,1559442230,270336
D,1559442232,270848
D,1559442234,270592
D,1559442236,270336
D,1559442238,270848
D,1559442241,270080
D,1559442243,270336
D,1559442245,270848
D,1559442247,269824
P,1559442249,5218
D,1559442249,270848
D,1559442252,270592
D,1559442254,271104
D,1559442256,271360
D,1559442258,270848
D,1559442260,270336
D,1559442263,271104
D,1559442265,270592
D,1559442266,271616
D,1559442268,272640
D,1559442270,270848
D,1559442273,271360
D,1559442275,271360
D,1559442277,271360
P,1559442278,5218
D,1559442279,271360
D,1559442281,271360
D,1559442284,271872
D,1559442286,270080
D,1559442288,270592
D,1559442290,269824
D,1559442292,272128
D,1559442295,272128
D,1559442297,272128
D,1559442299,274432
D,1559442301,272384
R,1559442301,5C00DDFC91
R,1559442301,5C00DDFC91
R,1559442301,5C00DDFC91
X,1559442303,398504,22256
X,1559442304,403118,13456
X,1559442304,401460,31705
X,1559442305,399256,8753
X,1559442305,398794,2671
X,1559442306,398569,4000
X,1559442306,398493,2897
X,1559442307,398398,9412
X,1559442307,398721,3546
P,1559442307,5210
X,1559442307,398827,5452
X,1559442308,398856,6887
X,1559442308,398746,2621
X,1559442309,399152,3278
X,1559442309,398683,12534
X,1559442310,399088,1679
X,1559442311,398720,1564
X,1559442311,399017,859
X,1559442312,398908,1895
X,1559442312,399172,1181
X,1559442313,399001,871
X,1559442313,398929,1441
X,1559442314,399033,896
X,1559442315,399217,589
X,1559442315,399136,1653
X,1559442316,399249,1051
X,1559442316,399347,1052
X,1559442317,399079,2121
X,1559442317,400071,18030
X,1559442318,400924,5875
X,1559442319,402139,3325
X,1559442319,401842,3405
X,1559442320,401705,1115
X,1559442320,401636,1970
X,1559442321,401645,1234
X,1559442321,401363,3363
X,1559442322,401482,3057
X,1559442323,401236,1480
X,1559442323,401105,1453
X,1559442324,401289,6365
X,1559442324,401175,1826
X,1559442325,401301,17325
X,1559442325,401259,714
X,1559442326,401079,1262
X,1559442327,401148,607
X,1559442327,400988,618
X,1559442328,401077,1212
X,1559442328,401120,1273
X,1559442329,401238,1378
X,1559442329,401196,738
X,1559442330,400912,4352
X,1559442330,401218,986
X,1559442331,401293,596
X,1559442332,401130,2200
X,1559442332,401679,2214
X,1559442333,402059,2378
X,1559442333,402150,1522
X,1559442334,402510,2324
X,1559442334,402096,18199
X,1559442335,402017,39553
X,1559442336,401973,29526
X,1559442336,400027,22676
X,1559442337,401311,22585
P,1559442337,5210
X,1559442337,403016,17505
X,1559442338,400756,15507
X,1559442338,400529,5259
X,1559442339,400137,8970
X,1559442340,399266,1977
X,1559442340,399202,12420
