H,1552939924,147519
T,1552939924,2776
X,1552939926,388667,674
X,1552939926,388641,671
X,1552939927,388665,588
X,1552939927,388719,360
X,1552939928,388794,840
X,1552939928,388785,637
X,1552939929,388805,426
X,1552939930,388810,247
X,1552939930,388808,876
X,1552939931,388817,573
X,1552939931,388798,397
X,1552939932,388710,456
X,1552939932,388688,569
X,1552939933,388755,799
X,1552939934,388777,603
X,1552939934,388817,551
X,1552939935,388821,618
X,1552939935,388747,944
X,1552939936,388630,933
X,1552939936,388440,1071
X,1552939937,388378,736
A,1552939937,388731,443
T,1552939937,2776
P,1552939938,5037
X,1552939939,388725,354
X,1552939940,388766,404
X,1552939940,388710,770
X,1552939941,388675,915
X,1552939941,388729,611
X,1552939942,388738,655
X,1552939942,388804,881
X,1552939943,388840,545
X,1552939944,388817,321
X,1552939944,388735,912
X,1552939945,388792,950
X,1552939945,388826,418
X,1552939946,388828,784
X,1552939946,388839,796
X,1552939947,388788,1310
X,1552939948,388792,593
X,1552939948,388854,653
X,1552939949,388853,562
X,1552939949,388906,159
X,1552939950,388912,590
X,1552939950,388905,346
A,1552939950,388802,237
T,1552939951,2776
X,1552939952,388697,852
X,1552939953,388665,711
X,1552939953,388688,518
X,1552939953,388720,607
X,1552939954,388736,794
X,1552939954,388833,919
X,1552939955,388729,849
X,1552939955,388661,646
X,1552939956,388617,324
X,1552939956,388656,1016
X,1552939957,388603,525
X,1552939958,388575,280
X,1552939958,388589,745
X,1552939959,388569,561
X,1552939959,388556,826
X,1552939960,388610,591
X,1552939960,388641,822
X,1552939961,388704,192
X,1552939962,388667,369
X,1552939962,388645,905
X,1552939963,388618,578
A,1552939963,388656,277
T,1552939963,2776
X,1552939965,388748,275
X,1552939965,388837,1351
X,1552939966,388983,1517
X,1552939966,388871,945
X,1552939967,388893,320
P,1552939967,5063
X,1552939968,388901,898
X,1552939968,388948,755
X,1552939969,388882,195
X,1552939969,388905,215
X,1552939970,388808,265
X,1552939970,388748,837
X,1552939971,388825,205
X,1552939971,388789,181
X,1552939972,388828,483
X,1552939973,388797,606
X,1552939973,388853,457
X,1552939974,388805,837
X,1552939974,388746,1153
X,1552939975,388767,566
X,1552939975,388774,555
X,1552939976,388776,466
X,1552939977,388754,475
X,1552939977,388821,674
A,1552939977,388824,200
T,1552939977,2776
X,1552939979,388790,995
X,1552939980,388760,761
X,1552939980,388808,397
X,1552939981,388853,1031
X,1552939981,388860,931
X,1552939982,388752,681
X,1552939983,388791,1060
X,1552939983,388845,719
X,1552939984,388821,815
X,1552939984,388797,549
X,1552939985,388814,466
X,1552939985,388769,811
X,1552939986,388683,880
X,1552939987,388799,573
X,1552939987,388796,213
X,1552939988,388850,843
X,1552939988,388944,1034
X,1552939989,388948,639
X,1552939989,388858,853
X,1552939990,388899,489
X,1552939991,388907,380
X,1552939991,388903,696
X,1552939992,388931,654
A,1552939992,388829,265
T,1552939992,2776
X,1552939994,388755,861
X,1552939994,388848,427
X,1552939994,388796,219
X,1552939994,388798,423
X,1552939995,388779,722
X,1552939995,388780,658
X,1552939996,388788,345
P,1552939996,5063
X,1552939997,388650,1101
X,1552939997,388709,385
X,1552939998,388729,491
X,1552939998,388698,838
X,1552939999,388686,673
X,1552939999,388694,620
X,1552940000,388730,162
X,1552940001,388637,796
X,1552940001,388673,619
X,1552940002,388658,465
X,1552940002,388614,526
X,1552940003,388671,346
X,1552940003,388683,207
X,1552940004,388730,641
A,1552940004,388722,234
T,1552940004,2776
X,1552940006,388704,410
X,1552940007,388713,593
X,1552940007,388655,665
X,1552940008,388679,926
X,1552940008,388726,468
X,1552940009,388913,956
X,1552940009,388890,572
X,1552940010,388877,552
X,1552940010,388892,216
X,1552940011,388896,496
X,1552940012,388867,436
X,1552940012,388763,629
X,1552940013,388803,802
X,1552940013,388793,807
X,1552940014,388797,192
X,1552940014,388759,429
X,1552940015,388688,353
X,1552940016,388778,619
X,1552940016,388791,475
X,1552940017,388684,949
A,1552940017,388783,258
T,1552940017,2776
X,1552940019,388711,798
X,1552940019,388755,451
X,1552940020,388652,1195
X,1552940020,388609,1082
X,1552940021,388617,1017
