,430664,10745
X,1552175879,430896,12059
X,1552175880,430723,1020
X,1552175880,430822,733
X,1552175881,430782,894
X,1552175881,429270,7473
X,1552175882,430686,1330
X,1552175883,430718,625
X,1552175883,430722,461
X,1552175884,430779,721
X,1552175884,430809,11141
X,1552175885,431497,6444
X,1552175885,430840,11500
X,1552175886,431088,10995
X,1552175887,431017,11390
X,1552175887,431176,11383
X,1552175888,430880,1174
X,1552175888,430793,552
X,1552175889,430771,12534
X,1552175889,431087,13628
P,1552175890,5042
X,1552175890,430844,899
X,1552175891,430756,850
A,1552175891,430649,1046
T,1552175891,2827
R,1552175891,700D9B77F
X,1552175892,430984,13370
X,1552175892,430868,1228
X,1552175893,430818,12379
X,1552175893,430974,13909
X,1552175894,430981,12253
X,1552175894,431127,10034
X,1552175895,431675,7073
X,1552175895,431077,12297
X,1552175896,430293,6398
X,1552175897,430983,1125
X,1552175897,430972,981
X,1552175898,431034,1032
X,1552175898,431055,10455
X,1552175899,431134,9428
X,1552175899,431005,1245
X,1552175900,430848,12342
X,1552175901,431104,9211
X,1552175901,431047,1247
X,1552175902,431638,6920
X,1552175902,430938,12084
X,1552175903,431166,1139
X,1552175903,431034,587
X,1552175904,430984,841
X,1552175905,431058,668
X,1552175905,431057,830
X,1552175906,431052,12791
X,1552175906,431240,12777
X,1552175907,430968,941
X,1552175907,430841,1056
X,1552175908,430928,11878
X,1552175909,431118,10290
X,1552175909,431554,4083
X,1552175910,431400,8999
X,1552175910,431107,1661
X,1552175911,430935,925
X,1552175911,430784,778
X,1552175912,430904,15018
X,1552175913,430975,10644
X,1552175913,430775,940
X,1552175914,430726,583
X,1552175914,430679,767
X,1552175915,430566,1076
X,1552175915,430707,12017
X,1552175916,432167,10058
X,1552175917,431010,8242
X,1552175917,428327,9344
X,1552175918,430160,40045
X,1552175918,426812,41506
X,1552175919,427879,36284
P,1552175919,5078
X,1552175919,427526,39502
X,1552175920,432907,34270
X,1552175920,432043,39560
X,1552175921,254408,52485
X,1552175922,152338,1412
X,1552175922,152129,487
X,1552175923,151944,269
X,1552175923,151793,432
X,1552175924,151733,196
X,1552175924,151649,207
X,1552175925,151313,276
X,1552175926,151294,115
X,1552175926,151331,227
X,1552175927,151403,111
X,1552175927,151430,238
O,1552175928,151339,241
O,1552175928,151263,108
O,1552175929,151224,195
O,1552175930,151198,172
O,1552175930,151033,294
O,1552175931,150873,113
O,1552175931,150911,192
O,1552175932,150964,213
O,1552175932,151026,179
O,1552175933,151046,205
O,1552175933,151025,137
O,1552175933,151021,224
O,1552175934,150983,110
O,1552175934,150986,118
O,1552175935,151007,114
O,1552175935,150982,90
O,1552175936,150922,84
O,1552175937,150924,70
O,1552175937,150883,78
O,1552175938,150856,101
O,1552175938,150831,122
O,1552175939,150806,103
O,1552175939,150747,68
O,1552175940,150780,57
O,1552175941,150762,96
O,1552175941,150765,71
O,1552175942,150784,79
O,1552175942,150768,74
