521
U,1557621358,64657
X,1557621359,386436,568
X,1557621360,386454,583
X,1557621360,386475,718
X,1557621361,386516,706
X,1557621362,386526,381
X,1557621362,386432,423
X,1557621363,386474,658
X,1557621363,386542,523
X,1557621364,386483,872
X,1557621364,386475,469
X,1557621365,386502,580
X,1557621366,386476,736
X,1557621366,386482,818
X,1557621367,386489,708
X,1557621367,386547,577
X,1557621368,386519,327
X,1557621368,386461,472
X,1557621369,386456,435
X,1557621370,386483,903
X,1557621370,386561,727
A,1557621370,386489,129
T,1557621370,2821
U,1557621371,64657
X,1557621372,386503,556
X,1557621373,386466,667
X,1557621373,386537,645
X,1557621374,386565,653
X,1557621374,386497,594
X,1557621375,386392,577
X,1557621375,386468,1045
X,1557621376,386574,534
X,1557621377,386065,2255
X,1557621377,387306,3553
X,1557621378,386311,2961
X,1557621378,386445,2014
X,1557621379,386518,876
X,1557621379,386620,766
X,1557621380,385865,10102
X,1557621381,386934,5010
X,1557621381,386410,2011
X,1557621382,386583,2072
P,1557621382,5186
X,1557621382,386481,1518
X,1557621383,386542,1538
X,1557621383,386634,841
X,1557621384,386588,799
X,1557621385,386523,698
X,1557621385,386580,535
X,1557621386,386584,794
X,1557621386,386654,1105
X,1557621387,386616,732
X,1557621387,386543,506
X,1557621388,386552,669
X,1557621388,386560,791
X,1557621388,386427,1465
X,1557621389,386767,736
X,1557621389,386611,521
A,1557621389,386561,375
T,1557621389,2821
U,1557621390,64657
X,1557621391,386549,633
X,1557621392,386641,733
X,1557621392,386569,660
X,1557621393,386596,631
X,1557621393,386558,1543
X,1557621394,386361,550
X,1557621395,386541,529
X,1557621395,386659,680
X,1557621396,386593,434
X,1557621396,386546,748
X,1557621397,386474,681
X,1557621397,386470,761
X,1557621398,386574,774
X,1557621399,386518,657
X,1557621399,386515,488
X,1557621400,386410,559
X,1557621400,386495,634
X,1557621401,386391,923
X,1557621401,386476,776
X,1557621402,386415,628
X,1557621403,386458,1811
X,1557621403,386386,1181
X,1557621404,386428,734
A,1557621404,386511,298
T,1557621404,2821
U,1557621404,64657
X,1557621406,386372,692
X,1557621406,386354,815
X,1557621407,386322,3150
X,1557621407,386902,1532
X,1557621408,386671,1394
X,1557621409,386479,416
X,1557621409,386463,426
X,1557621410,386554,7024
X,1557621410,386437,8632
X,1557621411,386527,13932
P,1557621411,5185
X,1557621411,386446,12761
X,1557621412,386501,10551
X,1557621412,386227,15776
X,1557621413,385880,20404
X,1557621414,386751,14156
X,1557621414,386469,10974
X,1557621415,386541,10500
X,1557621415,386198,4523
X,1557621416,386569,8707
X,1557621416,385507,15836
