H,1552279236,147519
T,1552279236,2779
X,1552279238,427367,912
X,1552279238,427399,653
X,1552279239,426988,816
X,1552279240,426512,10740
X,1552279240,424924,2744
X,1552279241,425236,1144
X,1552279241,425586,583
X,1552279242,425628,493
X,1552279242,425609,411
X,1552279243,425910,1010
X,1552279243,426557,882
X,1552279244,426490,1035
X,1552279245,426383,871
X,1552279245,426241,632
X,1552279246,426174,1523
X,1552279246,426704,1101
X,1552279247,426347,836
X,1552279247,425737,2955
X,1552279248,426309,2361
X,1552279249,426478,1253
P,1552279249,5018
X,1552279249,426677,720
X,1552279250,426581,784
X,1552279250,426252,1095
X,1552279251,426361,564
X,1552279251,426207,635
X,1552279252,426665,1326
X,1552279253,426655,343
X,1552279253,426455,825
X,1552279254,426278,719
X,1552279254,426214,629
X,1552279255,426313,987
X,1552279255,426702,807
A,1552279255,426427,1813
T,1552279256,2779
X,1552279257,426265,675
X,1552279258,426603,584
X,1552279259,426808,1126
X,1552279259,426304,861
X,1552279260,425955,540
X,1552279260,425986,690
X,1552279261,426050,1036
X,1552279261,426354,481
X,1552279262,425637,1157
X,1552279263,425328,675
X,1552279263,423980,1252
X,1552279264,423956,1477
X,1552279264,424463,1458
X,1552279265,424129,2107
X,1552279265,424792,1060
X,1552279266,424908,602
X,1552279267,423984,1360
X,1552279267,423660,1130
X,1552279268,424816,714
X,1552279268,425807,2480
X,1552279269,425850,1840
X,1552279269,426725,953
X,1552279270,427181,3838
X,1552279270,427624,3718
X,1552279271,427119,1992
X,1552279272,427124,1091
X,1552279272,427339,2620
X,1552279273,425798,2805
X,1552279273,426177,766
X,1552279274,426591,954
X,1552279274,426623,560
X,1552279275,426547,252
X,1552279275,426509,751
X,1552279275,426381,921
X,1552279276,426122,687
X,1552279276,426903,703
X,1552279277,426904,584
X,1552279277,427034,515
A,1552279277,426251,2218
T,1552279278,2779
P,1552279278,5057
X,1552279279,427184,610
X,1552279280,427547,839
X,1552279281,427738,607
X,1552279281,427484,559
X,1552279282,427107,621
X,1552279282,426854,651
X,1552279283,426934,836
X,1552279283,427179,724
X,1552279284,427045,986
X,1552279285,426813,814
X,1552279285,426591,544
X,1552279286,426698,486
X,1552279286,426826,496
X,1552279287,427108,908
X,1552279287,427325,719
X,1552279288,427195,704
X,1552279289,427025,409
X,1552279289,426697,459
X,1552279290,426696,1553
X,1552279290,427127,1184
X,1552279291,427376,1132
X,1552279291,427067,596
X,1552279292,426943,749
A,1552279292,427068,1147
T,1552279292,2779
X,1552279294,427322,1040
X,1552279294,426919,282
X,1552279295,427421,811
X,1552279296,427418,327
X,1552279296,427096,721
X,1552279297,427089,1281
X,1552279297,427231,1210
X,1552279298,426502,985
X,1552279298,426380,1190
X,1552279299,426722,888
X,1552279300,427121,1002
X,1552279300,427399,513
X,1552279301,427819,423
X,1552279301,427424,2854
X,1552279302,427578,823
X,1552279302,427425,1877
X,1552279303,427010,1631
X,1552279304,427084,905
X,1552279304,427198,1757
X,1552279305,427065,841
X,1552279305,426606,603
X,1552279306,426604,942
X,1552279306,426761,561
X,1552279307,426903,944
X,1552279308,427211,727
X,1552279308,426818,696
P,1552279308,5057
X,1552279309,426844,722
X,1552279309,426664,565
X,1552279310,426751,866
A,1552279310,427009,1317
T,1552279310,2779
X,1552279312,426991,555
X,1552279312,426752,689
X,1552279313,426768,2152
X,1552279313,427081,932
X,1552279314,427432,821
X,1552279315,427275,1368
X,1552279315,427087,805
X,1552279316,426949,748
X,1552279316,426739,636
X,1552279316,426895,1038
X,1552279316,427208,790
X,1552279317,427081,803
X,1552279318,426998,532
X,1552279318,426919,608
X,1552279319,427044,740
X,1552279319,427358,1053
X,1552279320,427440,1200
X,1552279320,427105,918
X,1552279321,426920,947
X,1552279322,426781,336
X,1552279322,427117,940
X,1552279323,427622,1024
X,1552279323,427337,728
X,1552279324,427482,592
X,1552279324,427359,516
X,1552279325,427464,958
A,1552279325,427092,743
T,1552279325,2779
X,1552279327,427035,2217
X,1552279328,427769,738
X,1552279328,427497,1079
X,1552279329,427958,1020
X,1552279329,426977,685
X,1552279330,427322,1283
X,1552279330,427323,1390
X,1552279331,427960,498
X,1552279331,427694,4516
X,1552279332,426493,6505
