,376627,1653
X,1556923497,376048,3318
X,1556923498,376606,1204
X,1556923499,376693,586
X,1556923499,376775,894
X,1556923500,377113,736
X,1556923500,376643,1024
X,1556923501,377103,703
X,1556923501,376467,1139
X,1556923502,376563,732
X,1556923503,376686,951
X,1556923503,376668,665
X,1556923504,376752,558
X,1556923504,376800,574
X,1556923505,376806,961
X,1556923505,376587,584
X,1556923506,376759,1182
X,1556923507,376968,1569
X,1556923507,376477,1480
X,1556923508,376695,488
X,1556923508,376648,788
P,1556923509,5257
X,1556923509,376793,802
A,1556923509,376782,652
T,1556923509,2828
U,1556923509,64657
X,1556923511,377106,607
X,1556923511,377055,730
X,1556923512,377142,706
X,1556923513,377125,744
X,1556923513,377095,437
X,1556923514,376999,789
X,1556923514,377004,702
X,1556923515,377070,515
X,1556923515,377148,519
X,1556923516,377175,638
X,1556923516,377183,742
X,1556923517,377195,687
X,1556923518,377230,848
X,1556923518,377238,408
X,1556923519,377191,535
