H,1552506324,147519
R,1552506324,700D9B77F
X,1552506325,396123,411
X,1552506326,395136,1775
X,1552506326,393580,1260
X,1552506327,392719,1129
X,1552506327,394629,854
X,1552506328,394653,416
X,1552506329,394754,1175
X,1552506329,396511,1821
X,1552506330,395593,954
X,1552506330,394449,1857
X,1552506331,394647,1100
X,1552506331,394552,509
X,1552506332,394689,578
X,1552506332,394880,1196
X,1552506332,395595,861
X,1552506333,395513,1827
X,1552506333,395247,1074
X,1552506334,395015,1607
X,1552506334,395341,1442
X,1552506335,396046,1494
X,1552506336,396247,1479
X,1552506336,394478,1296
X,1552506337,395002,1177
X,1552506337,395132,1020
X,1552506338,394865,612
X,1552506338,394865,353
X,1552506339,394758,475
X,1552506339,395251,960
X,1552506340,395089,366
X,1552506341,394767,458
X,1552506341,394487,426
X,1552506342,394206,697
X,1552506342,393940,395
X,1552506343,394204,455
X,1552506343,394261,712
X,1552506344,394428,910
X,1552506345,394120,911
A,1552506345,394753,2183
T,1552506345,2781
R,1552506345,700D9B77F
X,1552506347,394074,539
X,1552506347,393480,864
X,1552506348,393424,1902
X,1552506348,394698,2063
X,1552506349,394727,880
X,1552506349,394629,1963
X,1552506350,394989,1259
X,1552506351,395861,488
P,1552506351,5077
X,1552506351,395911,462
X,1552506352,395607,678
X,1552506352,395630,1796
X,1552506353,395747,2174
X,1552506353,393829,1730
X,1552506354,390482,6486
X,1552506355,388754,6324
X,1552506355,390344,3683
X,1552506356,391794,5941
X,1552506356,395250,1278
X,1552506357,394912,1070
X,1552506357,394157,853
X,1552506358,394329,1034
X,1552506359,393156,1135
X,1552506359,395053,2009
X,1552506360,395117,753
X,1552506360,395947,976
X,1552506361,395653,500
X,1552506361,396013,6471
X,1552506362,394081,2348
X,1552506362,394516,2695
X,1552506363,394830,1649
X,1552506364,395127,2214
X,1552506364,395570,1310
X,1552506365,395211,714
X,1552506365,395111,356
X,1552506366,395175,371
X,1552506366,395034,448
X,1552506367,395030,872
X,1552506368,395629,578
X,1552506368,395814,779
X,1552506369,395564,521
X,1552506369,395096,886
X,1552506370,395049,604
A,1552506370,395162,2467
T,1552506370,2781
R,1552506370,700D9B77F
X,1552506372,394934,467
X,1552506372,395441,838
X,1552506373,393698,2103
X,1552506373,392116,1939
X,1552506373,393103,1299
X,1552506374,392064,4720
X,1552506374,387836,2361
X,1552506375,391653,5074
X,1552506375,394668,3107
X,1552506376,395016,758
X,1552506376,394502,927
X,1552506377,394141,741
X,1552506378,391707,2841
X,1552506378,393515,2710
X,1552506379,394245,761
X,1552506379,395399,1108
X,1552506380,395660,1045
P,1552506380,5075
X,1552506380,394641,1189
X,1552506381,394107,527
X,1552506382,394299,580
X,1552506382,394717,535
X,1552506383,395287,979
X,1552506383,395455,776
X,1552506384,395292,728
X,1552506384,395269,511
X,1552506385,395072,922
X,1552506386,394299,387
X,1552506386,394230,466
X,1552506387,394711,894
X,1552506387,394263,1027
X,1552506388,394737,1290
X,1552506388,394384,644
X,1552506389,394359,716
X,1552506390,394377,1075
X,1552506390,394172,516
A,1552506390,394696,1348
T,1552506390,2781
R,1552506390,700D9B77F
X,1552506392,395434,1812
X,1552506393,393986,844
X,1552506393,393679,1422
X,1552506394,394753,971
X,1552506394,394750,511
X,1552506395,394335,477
X,1552506396,395223,1799
X,1552506396,393899,1856
X,1552506397,392515,2953
X,1552506397,392080,3804
X,1552506398,394039,1231
X,1552506398,394320,1127
X,1552506399,393139,1151
X,1552506399,392737,1127
X,1552506400,393279,1481
X,1552506401,393283,1061
X,1552506401,392524,1824
X,1552506402,394650,1898
X,1552506402,395039,577
X,1552506403,394859,1586
X,1552506403,394156,1429
X,1552506404,393086,969
X,1552506405,392298,1881
X,1552506405,392835,2255
X,1552506406,393601,1160
X,1552506406,393751,852
X,1552506407,394173,1093
X,1552506407,392538,5047
X,1552506408,394017,993
X,1552506409,394612,885
X,1552506409,393549,2796
X,1552506410,390782,3781
P,1552506410,5078
X,1552506410,392176,5392
X,1552506411,391178,5871
X,1552506411,391333,4307
X,1552506412,393170,2810
X,1552506413,393314,1670
X,1552506413,392653,4333
X,1552506414,392452,1704
X,1552506414,394312,6174
X,1552506414,393153,2909
X,1552506414,392159,3660
X,1552506415,391257,2040
X,1552506416,388852,3904
X,1552506416,394040,1646
