,58,1473
X,1564872391,377177,4642
X,1564872391,376011,4907
X,1564872392,377863,15024
X,1564872392,377071,14934
X,1564872393,376925,5367
X,1564872393,376408,26598
X,1564872394,376819,18528
X,1564872394,378422,14488
X,1564872395,375124,16529
X,1564872396,376143,4828
X,1564872396,376189,3038
X,1564872397,376637,947
X,1564872397,376717,963
P,1564872397,5036
X,1564872398,376581,1038
X,1564872398,376480,1121
X,1564872399,376603,1004
X,1564872400,376426,14695
X,1564872400,376777,1884
X,1564872401,376573,1690
X,1564872401,376630,2086
X,1564872402,376592,809
X,1564872402,376729,990
A,1564872402,376867,768
T,1564872403,2928
U,1564872403,46931
X,1564872404,376608,992
X,1564872405,376478,876
X,1564872406,376657,848
X,1564872406,376740,754
X,1564872407,376681,1044
X,1564872407,376664,1819
X,1564872408,376596,1196
X,1564872408,376603,4610
X,1564872409,376396,1020
X,1564872410,376007,11020
X,1564872410,377390,2432
X,1564872410,376860,8262
X,1564872410,377372,13151
X,1564872411,378150,21515
X,1564872411,377917,24337
X,1564872412,377187,3304
X,1564872413,377057,3522
X,1564872413,377298,2023
X,1564872414,377283,11980
X,1564872414,376640,12633
X,1564872415,376742,9720
X,1564872415,376849,6040
X,1564872416,376783,844
X,1564872416,376735,810
X,1564872417,376652,878
X,1564872418,376746,973
X,1564872418,376952,1469
X,1564872419,376819,732
X,1564872419,376699,774
X,1564872420,376748,762
X,1564872420,376669,829
