H,1553295668,147519
T,1553295668,2813
R,1553295668,700D9B77F
X,1553295669,419458,815
X,1553295670,419337,1310
X,1553295671,419365,901
X,1553295671,419184,687
X,1553295672,419547,701
X,1553295672,419724,302
X,1553295673,419912,687
X,1553295673,420179,525
X,1553295674,419889,939
X,1553295674,419893,1540
X,1553295675,419956,705
X,1553295676,419945,421
X,1553295676,420104,587
X,1553295677,420092,430
X,1553295677,420209,369
X,1553295678,419987,706
X,1553295678,419967,1238
X,1553295679,419928,425
X,1553295679,419786,923
X,1553295679,419698,1061
P,1553295680,5017
X,1553295680,420094,526
X,1553295680,419964,682
X,1553295681,419947,761
X,1553295681,419866,835
A,1553295681,419856,1025
T,1553295682,2813
R,1553295682,700D9B77F
X,1553295683,419976,561
X,1553295684,419835,378
X,1553295685,419811,381
X,1553295685,419867,1221
X,1553295686,420002,512
X,1553295686,420020,684
X,1553295687,419901,774
X,1553295687,419881,565
X,1553295688,419851,477
X,1553295689,419816,339
X,1553295689,419961,707
X,1553295690,420043,594
X,1553295690,420007,760
X,1553295691,419898,729
X,1553295691,419877,336
X,1553295692,419849,269
X,1553295693,419846,506
X,1553295693,419998,656
X,1553295694,420036,1196
X,1553295694,419897,499
X,1553295695,419931,774
X,1553295695,419936,625
A,1553295696,419916,232
T,1553295696,2813
R,1553295696,700D9B77F
X,1553295697,419926,1266
X,1553295698,419903,629
X,1553295699,419913,534
X,1553295699,419922,682
X,1553295700,419907,585
X,1553295700,419851,353
X,1553295701,419888,807
X,1553295701,419977,925
X,1553295702,419948,1018
X,1553295703,419791,929
X,1553295703,419826,585
X,1553295704,419758,625
X,1553295704,419893,2163
X,1553295705,420026,1204
X,1553295705,419879,1073
X,1553295706,419924,452
X,1553295707,419880,653
X,1553295707,419964,554
X,1553295708,419885,590
X,1553295708,419969,254
X,1553295709,420119,888
X,1553295709,420085,1075
P,1553295710,5019
X,1553295710,419994,12406
X,1553295711,420143,13667
X,1553295711,420286,779
X,1553295712,420237,922
X,1553295712,420169,705
X,1553295713,420003,1047
X,1553295713,419998,713
A,1553295713,419958,528
T,1553295714,2813
R,1553295714,700D9B77F
X,1553295715,419769,696
X,1553295716,419673,932
X,1553295716,419542,1081
X,1553295717,419786,484
X,1553295718,419725,520
X,1553295718,419780,683
X,1553295719,419906,791
X,1553295719,419953,773
X,1553295720,419961,615
X,1553295720,420032,490
X,1553295720,420002,736
X,1553295721,420044,670
X,1553295721,420130,893
X,1553295722,420047,11415
X,1553295722,419809,13215
X,1553295723,420078,1274
X,1553295723,420086,966
X,1553295724,420094,594
X,1553295725,419996,418
X,1553295725,419911,586
X,1553295726,419949,832
X,1553295726,420200,1025
X,1553295727,420108,995
X,1553295727,420036,464
X,1553295728,419954,809
A,1553295728,419944,457
T,1553295728,2813
R,1553295728,700D9B77F
X,1553295730,420109,624
X,1553295731,420123,1069
X,1553295731,420099,1028
X,1553295732,420110,1242
X,1553295732,419829,1552
X,1553295733,420057,684
X,1553295733,420012,427
X,1553295734,419983,9415
X,1553295735,419836,754
X,1553295735,419498,12842
X,1553295736,420042,536
X,1553295736,420058,817
X,1553295737,419883,466
X,1553295737,419897,465
X,1553295738,419871,517
X,1553295738,419828,243
P,1553295739,5019
X,1553295739,419711,1565
X,1553295740,420338,11387
X,1553295740,419363,13026
X,1553295741,420029,1376
X,1553295741,419752,688
X,1553295742,419711,12186
X,1553295742,419190,5561
X,1553295743,420414,7265
X,1553295744,420335,1021
X,1553295744,420250,582
X,1553295745,420155,602
X,1553295745,420037,457
X,1553295746,420027,455
X,1553295746,420231,769
X,1553295747,420248,702
X,1553295748,420164,507
X,1553295748,420185,532
X,1553295749,420049,510
A,1553295749,420034,498
T,1553295749,2813
R,1553295749,700D9B77F
X,1553295751,420112,477
X,1553295751,419896,809
X,1553295752,419846,580
X,1553295752,419907,610
X,1553295753,419773,2384
X,1553295754,419828,1316
X,1553295754,419810,11882
X,1553295755,419709,10565
X,1553295755,420023,1592
X,1553295756,419873,804
X,1553295756,419812,747
X,1553295757,419923,1089
X,1553295758,419871,1089
X,1553295758,420163,880
X,1553295759,420015,620
X,1553295759,419818,823
X,1553295760,419812,307
X,1553295760,419923,567
X,1553295761,419944,515
