163967,5134
P,1561263998,5131
P,1561264027,5133
P,1561264056,5133
P,1561264086,5133
P,1561264115,5129
P,1561264144,5133
P,1561264173,5133
P,1561264203,5130
P,1561264232,5131
D,1561264245,176128
D,1561264247,195840
D,1561264250,195328
D,1561264251,190720
D,1561264253,194048
D,1561264255,194304
D,1561264257,195072
D,1561264260,196864
P,1561264261,5133
D,1561264262,194816
D,1561264264,198144
D,1561264266,194816
D,1561264268,194816
D,1561264271,193792
D,1561264273,193024
D,1561264275,194048
D,1561264277,194048
D,1561264279,195328
D,1561264282,194560
D,1561264284,194560
D,1561264286,195840
D,1561264288,192256
D,1561264290,194048
P,1561264292,5130
D,1561264292,194560
D,1561264294,194560
D,1561264296,196608
D,1561264298,194048
D,1561264300,192256
D,1561264303,193792
D,1561264305,194048
D,1561264307,194048
D,1561264309,194304
D,1561264311,194560
D,1561264314,194304
D,1561264316,194304
D,1561264318,193792
D,1561264320,194304
P,1561264321,5128
D,1561264322,192000
D,1561264325,194560
D,1561264327,194560
D,1561264329,194304
D,1561264331,193536
D,1561264333,194560
D,1561264335,193536
D,1561264337,194560
D,1561264339,194048
D,1561264341,193792
D,1561264343,194048
D,1561264346,194816
D,1561264348,194304
P,1561264350,5132
D,1561264350,195072
D,1561264352,195584
D,1561264354,194816
D,1561264357,194560
D,1561264359,193536
D,1561264361,194048
D,1561264363,194304
D,1561264365,194816
D,1561264368,195072
D,1561264370,194304
D,1561264372,194816
D,1561264374,194304
D,1561264375,194816
D,1561264378,194304
P,1561264379,5129
D,1561264380,194048
D,1561264382,194304
D,1561264384,194048
D,1561264387,193536
D,1561264389,194048
D,1561264391,195584
D,1561264393,194304
D,1561264395,194816
D,1561264398,194304
D,1561264400,194304
D,1561264402,194816
D,1561264404,194304
D,1561264406,194816
D,1561264409,194560
P,1561264409,5131
D,1561264411,194816
D,1561264413,194816
D,1561264415,194560
D,1561264416,194560
D,1561264419,194560
D,1561264421,195584
