
T,1557279550,2833
U,1557279551,64657
X,1557279552,388380,639
X,1557279553,388405,518
X,1557279553,388443,870
X,1557279554,388387,868
X,1557279554,388394,416
X,1557279555,388471,575
X,1557279555,388390,499
X,1557279556,388441,720
X,1557279557,388266,592
X,1557279557,388427,335
X,1557279558,388483,545
X,1557279558,388442,667
X,1557279559,388325,723
X,1557279559,388228,930
X,1557279560,388227,485
X,1557279561,388262,398
X,1557279561,388167,2198
X,1557279562,388272,1047
X,1557279562,388203,2061
X,1557279563,388495,1764
X,1557279563,388675,1488
X,1557279564,388732,1514
X,1557279565,388569,1572
X,1557279565,388503,2575
X,1557279565,388489,498
X,1557279565,388458,1318
X,1557279566,388539,961
X,1557279566,388450,3627
X,1557279567,388717,2198
X,1557279568,388570,1580
X,1557279568,388560,900
X,1557279569,388699,978
A,1557279569,388412,472
T,1557279569,2833
U,1557279569,64657
X,1557279571,388354,1003
X,1557279571,388406,9001
X,1557279572,388146,
