,384929,1721
T,1557170651,2806
R,1557170651,5C00DDFC91
X,1557170653,384791,479
X,1557170654,384534,670
X,1557170654,384502,499
X,1557170655,384363,1035
X,1557170655,384649,595
X,1557170656,384400,895
X,1557170656,384612,561
X,1557170657,384320,1010
P,1557170657,5235
X,1557170658,384273,654
X,1557170658,384369,814
X,1557170659,384495,472
X,1557170659,384611,509
X,1557170660,384563,624
X,1557170660,384647,501
X,1557170661,384883,725
X,1557170662,385053,525
X,1557170662,384617,743
X,1557170663,384681,507
X,1557170663,384838,716
X,1557170664,384845,481
X,1557170664,384997,299
X,1557170665,385280,479
A,1557170665,384682,1007
T,1557170665,2806
R,1557170665,5C00DDFC91
X,1557170667,385290,806
X,1557170667,384796,527
X,1557170668,384703,601
X,1557170669,384671,505
X,1557170669,384696,582
X,1557170670,384505,935
X,1557170670,384626,716
X,1557170671,384639,583
X,1557170671,384693,552
X,1557170672,384645,628
X,1557170673,384786,769
X,1557170673,384661,652
X,1557170674,384622,807
X,1557170674,384577,562
X,1557170675,384560,670
X,1557170675,384726,299
X,1557170676,384750,476
X,1557170677,384645,459
X,1557170677,384461,853
X,1557170678,384713,590
A,1557170678,384688,829
T,1557170678,2806
R,1557170678,5C00DDFC91
X,1557170680,384146,1040
X,1557170680,384324,848
X,1557170681,384230,950
X,1557170681,384103,628
X,1557170682,384024,588
X,1557170683,384046,848
X,1557170683,384443,408
X,1557170684,384289,622
X,1557170684,384030,868
X,1557170685,384248,711
X,1557170685,384454,926
X,1557170685,384576,380
X,1557170686,384656,680
X,1557170686,384662,489
P,1557170686,5231
X,1557170687,384649,731
X,1557170687,384697,748
X,1557170688,384504,1231
X,1557170688,384378,491
X,1557170689,384467,691
X,1557170690,384584,427
X,1557170690,384547,447
X,1557170691,384597,965
A,1557170691,384400,673
T,1557170691,2806
R,1557170691,5C00DDFC91
X,1557170693,384469,479
X,1557170693,384481,662
X,1557170694,384444,460
X,1557170694,384439,560
X,1557170695,384544,835
X,1557170695,384374,776
X,1557170696,384345,890
X,1557170697,384175,902
X,1557170697,384167,451
X,1557170698,383967,457
X,1557170698,384206,686
X,1557170699,383959,549
X,1557170699,383970,1087
X,1557170700,384290,587
X,1557170701,384445,479
X,1557170701,384616,456
X,1557170702,384699,614
X,1557170702,384820,553
X,1557170703,384712,691
X,1557170703,384951,388
X,1557170704,384915,797
A,1557170704,384450,992
T,1557170704,2806
R,1557170704,5C00DDFC91
X,1557170706,384986,961
X,1557170707,384980,1039
X,1557170707,384921,716
X,1557170708,384808,759
X,1557170708,384687,353
X,1557170709,384692,805
X,1557170709,384649,648
X,1557170710,384485,694
X,1557170711,384320,829
X,1557170711,384540,647
X,1557170712,384829,824
X,1557170712,385048,576
X,1557170713,385033,750
X,1557170713,385249,647
X,1557170714,384792,886
X,1557170714,385060,450
X,1557170715,384984,717
X,1557170716,385026,416
X,1557170716,384862,678
P,1557170716,5231
X,1557170717,384844,693
X,1557170717,384375,1454
