H,1551634738,147519
P,1551634738,5154
P,1551634768,5155
P,1551634797,5155
P,1551634826,5154
P,1551634856,5155
P,1551634885,5155
P,1551634915,5154
P,1551634944,5156
P,1551634974,5152
P,1551635003,5154
P,1551635032,5154
P,1551635062,5156
P,1551635091,5153
P,1551635120,5155
P,1551635149,5155
P,1551635179,5155
P,1551635209,5153
P,1551635238,5154
P,1551635267,5155
P,1551635297,5155
P,1551635326,5156
P,1551635355,5155
P,1551635385,5155
D,1551635408,231168
D,1551635411,252672
R,1551635411,5C00DDFC91
R,1551635411,5C00DDFC91
R,1551635411,5C00DDFC91
X,1551635412,373011,7305
X,1551635413,372702,8219
X,1551635413,373813,10005
X,1551635414,372786,14882
P,1551635414,5142
X,1551635415,372856,10272
X,1551635415,372250,15393
X,1551635416,372207,11191
X,1551635416,373472,5538
X,1551635417,373491,8344
X,1551635417,371551,11472
X,1551635418,372703,10997
X,1551635419,371539,9327
X,1551635419,371756,26950
X,1551635420,370223,9393
X,1551635420,371110,2965
X,1551635421,371393,5349
X,1551635421,370831,4479
X,1551635422,371040,3309
X,1551635423,371219,1475
X,1551635423,371506,1426
X,1551635424,371556,950
X,1551635424,371309,2912
X,1551635425,372209,4532
X,1551635425,371847,4075
X,1551635426,371956,4619
X,1551635427,371950,7630
X,1551635427,372085,3521
X,1551635428,371913,2911
X,1551635428,372036,7209
X,1551635429,371829,23583
X,1551635429,372577,2166
X,1551635430,372303,960
X,1551635431,372412,1343
X,1551635431,372325,1101
X,1551635431,372498,1023
X,1551635431,372413,599
X,1551635432,372154,4495
X,1551635432,372421,973
X,1551635433,372438,781
X,1551635434,372540,823
X,1551635434,372434,763
X,1551635435,372533,866
X,1551635435,372464,1185
X,1551635436,373229,2744
X,1551635436,374857,6231
X,1551635437,375055,2534
X,1551635438,374124,1244
X,1551635438,373970,1793
X,1551635439,373112,3146
X,1551635439,372486,2312
X,1551635440,372282,1492
X,1551635440,372199,1286
X,1551635441,370832,4705
X,1551635441,372528,1758
X,1551635442,372394,725
X,1551635443,372159,1026
X,1551635443,372320,2148
P,1551635443,5145
X,1551635444,371893,5094
X,1551635444,372341,3437
X,1551635445,372686,7782
X,1551635445,372310,1035
X,1551635446,372350,1002
X,1551635447,372059,798
X,1551635447,371748,763
X,1551635448,371960,426
X,1551635448,372281,923
X,1551635449,372582,776
X,1551635449,372585,835
X,1551635450,372246,1671
X,1551635451,372904,1227
X,1551635451,372733,854
X,1551635452,372839,2049
X,1551635452,372709,921
X,1551635453,372484,493
X,1551635453,372518,627
X,1551635454,372514,692
A,1551635454,372360,1177
T,1551635454,2839
R,1551635454,5C00DDFC91
R,1551635454,5C00DDFC91
R,1551635454,5C00DDFC91
X,1551635456,372518,415
X,1551635457,372584,881
X,1551635457,372621,554
X,1551635458,372601,679
X,1551635458,372541,556
X,1551635459,372642,2367
X,1551635459,372937,791
X,1551635460,372666,1448
X,1551635461,372838,426
X,1551635461,372807,630
X,1551635462,372807,691
X,1551635462,372680,464
X,1551635463,372768,855
X,1551635463,372927,705
X,1551635464,372840,754
X,1551635464,372980,617
X,1551635465,372971,387
X,1551635466,373026,564
X,1551635466,373013,269
X,1551635467,372999,1478
X,1551635467,373083,757
X,1551635468,372872,985
X,1551635468,372985,907
A,1551635469,372819,565
T,1551635469,2839
R,1551635469,5C00DDFC91
X,1551635471,373223,938
X,1551635471,373178,840
X,1551635472,373073,435
X,1551635472,372922,537
X,1551635472,372921,622
X,1551635472,373004,417
P,1551635472,5145
X,1551635473,373146,904
X,1551635474,373165,362
X,1551635474,373180,878
X,1551635475,373133,560
X,1551635475,373048,652
X,1551635476,372946,1012
X,1551635476,373006,586
X,1551635477,373044,491
X,1551635478,373066,608
X,1551635478,373142,1402
X,1551635479,373020,1213
X,1551635479,373215,606
X,1551635480,373017,1074
X,1551635480,372974,1575
X,1551635481,372924,537
X,1551635482,372993,2500
X,1551635482,373064,593
X,1551635483,373140,737
X,1551635483,373125,501
X,1551635484,372971,888
A,1551635484,373077,302
T,1551635484,2839
R,1551635484,5C00DDFC91
X,1551635486,372821,538
X,1551635486,372820,537
X,1551635487,372679,484
X,1551635488,372702,573
X,1551635488,372561,548
X,1551635489,372355,652
X,1551635489,372317,634
X,1551635490,372838,3241
X,1551635490,371064,3370
X,1551635491,371997,1208
X,1551635492,372254,773
X,1551635492,372138,702
X,1551635493,372071,1021
X,1551635493,372085,729
