U,1558147533,64657
X,1558147535,389168,4175
X,1558147535,389407,1045
X,1558147536,389442,1053
X,1558147537,389393,997
X,1558147537,389297,369
X,1558147538,389236,860
X,1558147538,389366,844
X,1558147539,389309,837
X,1558147539,389203,621
X,1558147540,389162,642
X,1558147540,389172,432
X,1558147541,389126,4171
P,1558147542,5140
X,1558147542,389339,1174
X,1558147542,389301,1540
X,1558147543,389345,558
X,1558147543,389277,861
X,1558147544,389258,471
X,1558147544,389272,1066
X,1558147545,389251,1094
X,1558147546,389304,832
X,1558147546,389266,464
X,1558147547,389204,903
X,1558147547,389336,360
X,1558147548,389255,800
X,1558147548,389229,1340
X,1558147549,389097,6572
X,1558147550,388980,1153
X,1558147550,389372,921
X,1558147551,389246,860
X,1558147551,389218,959
X,1558147552,389230,708
A,1558147552,389272,231
T,1558147552,2848
U,1558147552,64657
X,1558147554,389211,711
X,1558147554,389200,586
X,1558147555,389190,906
X,1558147555,389161,601
X,1558147556,389281,927
X,1558147557,389195,2591
X,1558147557,389227,620
X,1558147558,389128,21551
X,1558147558,389110,2426
X,1558147559,389271,538
X,1558147559,389297,601
X,1558147560,389246,994
X,1558147561,389263,476
X,1558147561,389229,668
X,1558147562,389185,516
X,1558147562,389297,1341
X,1558147563,389204,490
X,1558147563,389210,498
X,1558147564,389233,426
X,1558147565,389184,511
X,1558147565,389278,815
X,1558147565,389267,426
X,1558147565,389147,635
X,1558147566,389142,511
A,1558147566,389221,155
T,1558147566,2848
U,1558147566,64657
X,1558147568,389095,1773
X,1558147568,389093,2638
X,1558147569,389020,4345
X,1558147570,390008,9033
X,1558147570,388633,21071
P,1558147571,5174
X,1558147571,388607,8157
X,1558147571,389104,7096
X,1558147572,389424,9515
X,1558147572,389955,10132
X,1558147573,389352,5189
X,1558147574,389470,15011
X,1558147574,389778,1462
X,1558147575,388982,18107
X,1558147575,389578,21458
X,1558147576,389205,13615
X,1558147576,388513,21588
X,1558147577,388839,9885
X,1558147577,389887,19450
X,1558147578,389126,17808
X,1558147579,389794,17257
X,1558147579,389597,2515
X,1558147580,388794,2843
X,1558147580,388855,4582
X,1558147581,388851,3472
X,1558147581,388885,18339
X,1558147582,389597,2335
X,1558147583,389240,813
X,1558147583,389154,636
X,1558147584,389170,1112
X,1558147584,389064,9390
X,1558147585,389329,2574
X,1558147585,389209,2492
X,1558147586,389093,488
X,1558147587,389188,556
X,1558147587,389213,907
X,1558147588,389160,1126
X,1558147588,388837,8235
X,1558147589,388918,1645
X,1558147589,389255,1028
X,1558147590,389054,779
X,1558147591,389107,566
X,1558147591,389066,799
X,1558147592,389045,604
X,1558147592,389127,671
X,1558147593,388851,2034
X,1558147593,389867,13274
X,1558147594,388572,24442
X,1558147595,388422,18565
X,1558147595,389400,15805
X,1558147596,389118,11269
