,
P,1560302075,5151
P,1560302104,5151
P,1560302134,5148
P,1560302163,5151
P,1560302193,5153
P,1560302222,5148
P,1560302251,5153
P,1560302281,5149
P,1560302310,5151
P,1560302339,5151
P,1560302368,5152
P,1560302398,5151
P,1560302428,5152
P,1560302457,5152
P,1560302487,5152
O,1560302514,150906,843
O,1560302514,150929,124
O,1560302515,150967,92
O,1560302515,150978,179
P,1560302516,5139
O,1560302516,151034,253
O,1560302517,151034,105
O,1560302517,151056,208
O,1560302518,151078,193
O,1560302518,151077,116
O,1560302519,151042,145
O,1560302519,151038,140
O,1560302520,150998,107
O,1560302521,151043,84
O,1560302521,151028,106
O,1560302522,151045,103
O,1560302522,151050,179
O,1560302523,151058,101
O,1560302523,151024,186
O,1560302524,151041,151
O,1560302524,151019,118
O,1560302525,151034,183
O,1560302526,151032,84
O,1560302526,151016,98
O,1560302527,151009,119
O,1560302527,150993,92
O,1560302528,150945,130
O,1560302528,150946,162
O,1560302529,150925,180
O,1560302529,150967,167
O,1560302529,150966,138
O,1560302530,151007,118
O,1560302530,151016,129
O,1560302531,151042,117
O,1560302531,151068,166
O,1560302532,151068,115
O,1560302533,151092,56
O,1560302533,151078,169
O,1560302534,151086,114
O,1560302534,151071,133
O,1560302535,151070,75
O,1560302535,151065,59
O,1560302536,151091,107
O,1560302537,151092,143
O,1560302537,151108,91
O,1560302538,151081,65
O,1560302538,151084,132
O,1560302539,151078,60
O,1560302539,151067,75
O,1560302540,151064,123
O,1560302541,151089,132
O,1560302541,151060,118
O,1560302542,151057,117
O,1560302542,151058,78
O,1560302543,151048,77
O,1560302543,151045,81
O,1560302544,151032,98
O,1560302545,151061,94
P,1560302545,5142
O,1560302545,151050,127
O,1560302546,151061,75
O,1560302546,151079,101
O,1560302547,151069,99
O,1560302547,151038,169
O,1560302548,151025,84
O,1560302549,151072,64
O,1560302549,151007,69
O,1560302550,150966,77
O,1560302550,150957,120
