H,1552877276,147519
R,1552877276,700D9B77F
X,1552877278,418749,1082
X,1552877279,418954,782
X,1552877279,418743,323
X,1552877280,418563,531
X,1552877280,417870,2777
X,1552877281,417560,966
X,1552877281,417620,1440
X,1552877282,417609,644
X,1552877283,417840,806
X,1552877283,418220,697
X,1552877284,418313,400
X,1552877284,418272,931
X,1552877285,418308,1364
X,1552877285,418299,919
X,1552877286,418295,989
X,1552877287,418368,753
X,1552877287,418515,525
X,1552877288,418467,811
X,1552877288,418440,1287
P,1552877288,5017
X,1552877289,418402,2255
X,1552877289,418137,908
X,1552877290,417732,620
X,1552877291,417718,446
X,1552877291,417620,808
X,1552877292,417192,1188
X,1552877292,416698,746
X,1552877293,417329,807
A,1552877293,418062,2256
T,1552877293,2776
R,1552877293,700D9B77F
X,1552877295,418164,431
X,1552877295,418348,648
X,1552877296,418401,698
X,1552877296,418416,1309
X,1552877297,418342,904
X,1552877297,418300,641
X,1552877297,418391,845
X,1552877298,418434,838
X,1552877298,418450,792
X,1552877299,418520,489
X,1552877299,418565,2648
X,1552877300,418429,665
X,1552877301,418457,573
X,1552877301,418436,907
X,1552877302,418381,595
X,1552877302,418481,1392
X,1552877303,418547,1218
X,1552877303,418380,1122
X,1552877304,418279,533
X,1552877305,418112,529
X,1552877305,418192,507
X,1552877306,418372,694
X,1552877306,418535,556
X,1552877307,418442,1219
X,1552877307,418477,576
X,1552877308,418514,843
A,1552877308,418376,423
T,1552877308,2776
R,1552877308,700D9B77F
X,1552877310,418492,1233
X,1552877311,418509,792
X,1552877311,418481,333
X,1552877312,418496,809
X,1552877312,418483,620
X,1552877313,418507,290
X,1552877313,418474,481
X,1552877314,418585,1103
X,1552877314,418509,962
X,1552877315,418476,671
X,1552877316,418527,257
X,1552877316,418546,159
X,1552877317,418513,935
X,1552877317,418500,1304
P,1552877317,5051
X,1552877318,418498,1133
X,1552877318,418383,953
X,1552877319,418355,514
X,1552877320,418345,745
X,1552877320,418515,640
X,1552877321,418399,676
X,1552877321,418129,849
X,1552877322,418141,1238
X,1552877322,418135,605
X,1552877323,418295,653
X,1552877324,418209,886
A,1552877324,418414,417
T,1552877324,2776
R,1552877324,700D9B77F
X,1552877326,418132,1141
X,1552877326,418068,877
X,1552877327,418056,876
X,1552877327,417979,473
X,1552877328,417279,751
X,1552877328,417303,370
X,1552877329,417433,1513
X,1552877330,417605,713
X,1552877330,417944,451
X,1552877331,418135,595
X,1552877331,418301,473
X,1552877332,418109,953
X,1552877332,417983,1642
X,1552877333,417841,425
X,1552877334,417678,662
X,1552877334,417806,665
X,1552877335,417908,686
X,1552877335,417961,734
X,1552877336,417922,802
X,1552877336,417965,1075
X,1552877337,418340,787
X,1552877337,418377,513
X,1552877338,418310,416
X,1552877338,418370,452
A,1552877338,417964,1098
T,1552877338,2776
R,1552877338,700D9B77F
X,1552877340,418233,1508
X,1552877340,418355,917
X,1552877341,418385,824
X,1552877341,418257,297
X,1552877342,418411,585
X,1552877342,418537,372
X,1552877343,418244,1023
X,1552877344,418017,998
X,1552877344,418230,579
X,1552877345,418290,589
X,1552877345,418424,294
X,1552877346,418487,887
X,1552877346,418400,1045
P,1552877347,5052
X,1552877347,418026,402
X,1552877348,418186,1161
X,1552877348,418190,457
X,1552877349,418179,794
X,1552877349,418269,627
X,1552877350,418324,569
X,1552877350,418580,1060
X,1552877351,418499,1582
X,1552877352,418277,611
X,1552877352,418508,289
X,1552877353,417983,614
X,1552877353,418070,235
X,1552877354,418064,1007
X,1552877354,417898,770
A,1552877354,418255,639
T,1552877355,2776
R,1552877355,700D9B77F
X,1552877356,418375,759
X,1552877357,418240,436
X,1552877357,418135,787
X,1552877358,418259,878
X,1552877359,418253,1892
X,1552877359,418097,952
X,1552877360,417991,554
X,1552877360,418168,709
X,1552877361,418161,656
X,1552877361,418152,481
X,1552877362,417688,595
X,1552877363,417258,897
X,1552877363,417655,875
X,1552877364,417813,858
X,1552877364,417769,984
X,1552877365,418070,797
X,1552877365,417975,3509
X,1552877366,417559,5073
X,1552877367,417732,1278
X,1552877367,417126,11176
X,1552877368,417097,986
X,1552877368,417535,1119
X,1552877369,417844,599
X,1552877369,417977,6989
