H,1551245148,147519
T,1551245148,2751
X,1551245148,414784,798
X,1551245149,414660,450
X,1551245150,414650,282
X,1551245150,414828,535
X,1551245151,414751,295
X,1551245151,414697,653
X,1551245152,414663,868
X,1551245152,414725,804
X,1551245153,414811,651
X,1551245154,414819,766
P,1551245154,5070
X,1551245154,414677,722
X,1551245155,414677,693
X,1551245155,414594,572
X,1551245156,414691,833
X,1551245156,414869,870
X,1551245157,414746,844
X,1551245158,414684,780
X,1551245158,414704,563
X,1551245159,414778,894
X,1551245159,414943,758
A,1551245159,414737,349
T,1551245159,2751
X,1551245161,414694,391
X,1551245162,414713,580
X,1551245162,414873,1003
X,1551245163,414957,1076
X,1551245164,414748,578
X,1551245164,414694,250
X,1551245165,414586,659
X,1551245165,414633,478
X,1551245166,414810,1212
X,1551245166,414792,566
X,1551245167,414756,318
X,1551245167,414702,337
X,1551245168,414752,908
X,1551245169,414844,406
X,1551245169,414933,646
X,1551245170,414828,791
X,1551245170,414801,276
X,1551245171,414723,584
X,1551245171,414858,757
X,1551245172,415094,359
X,1551245173,415062,714
X,1551245173,414999,770
X,1551245174,414911,554
A,1551245174,414806,508
T,1551245174,2751
X,1551245176,415532,449
X,1551245176,415478,304
X,1551245177,415273,360
X,1551245177,415194,468
X,1551245178,415320,1003
X,1551245179,415263,344
X,1551245179,415076,504
X,1551245180,414897,565
X,1551245180,414644,854
X,1551245181,414804,788
X,1551245181,415048,1078
X,1551245182,414904,668
X,1551245183,414792,727
X,1551245183,414715,520
X,1551245184,414792,354
P,1551245184,5107
X,1551245184,414989,494
X,1551245185,414816,814
X,1551245185,414742,425
X,1551245186,414661,436
X,1551245187,414643,793
X,1551245187,414700,581
X,1551245188,414898,1462
X,1551245188,414846,835
A,1551245188,414938,889
T,1551245188,2751
X,1551245189,414976,662
X,1551245190,414982,876
X,1551245190,414889,537
X,1551245191,414884,449
X,1551245191,414812,513
X,1551245192,415002,746
X,1551245193,415202,479
X,1551245193,415097,576
X,1551245194,415017,715
X,1551245194,414896,558
X,1551245195,414954,1026
X,1551245195,415230,731
X,1551245196,415339,1011
X,1551245197,415265,599
X,1551245197,415235,258
X,1551245198,415149,462
X,1551245198,415159,1047
X,1551245199,415490,1093
X,1551245199,415786,718
X,1551245200,415423,880
X,1551245201,415333,495
X,1551245201,415392,472
X,1551245202,415498,782
X,1551245202,415822,760
A,1551245202,415194,1010
T,1551245202,2751
X,1551245204,415067,314
X,1551245205,415208,745
X,1551245205,415367,709
X,1551245206,413946,11799
X,1551245207,414413,756
X,1551245207,414591,768
X,1551245208,414941,555
X,1551245208,415188,906
X,1551245209,415140,1666
X,1551245209,414960,1132
X,1551245210,414730,911
X,1551245210,414819,1077
X,1551245211,415022,919
X,1551245212,414982,1939
X,1551245212,414657,1054
X,1551245213,414691,697
P,1551245213,5104
X,1551245213,414744,1408
X,1551245214,414958,960
X,1551245214,414897,433
X,1551245215,414840,572
X,1551245216,414946,904
X,1551245216,415139,1214
X,1551245217,415004,776
X,1551245217,415093,576
X,1551245218,414834,487
X,1551245218,414836,603
X,1551245219,414862,892
X,1551245220,414970,730
A,1551245220,414922,954
T,1551245220,2751
X,1551245222,414417,503
X,1551245222,414566,747
X,1551245223,414713,944
X,1551245223,414712,749
X,1551245224,414704,426
X,1551245224,414745,626
X,1551245225,414607,1074
X,1551245226,414799,788
X,1551245226,414967,920
X,1551245227,414738,542
X,1551245227,414657,605
X,1551245228,414826,719
X,1551245228,414992,1050
X,1551245229,415095,677
X,1551245230,415037,458
X,1551245230,414838,495
X,1551245230,414738,375
X,1551245230,415067,1268
X,1551245231,415338,762
X,1551245231,415266,894
X,1551245232,414813,419
X,1551245232,414823,631
X,1551245233,414878,568
A,1551245233,414833,921
T,1551245233,2751
X,1551245235,414804,530
X,1551245236,414789,701
X,1551245236,414699,359
X,1551245237,414765,1180
X,1551245237,414794,737
X,1551245238,414731,912
X,1551245238,414680,640
X,1551245239,414596,1327
X,1551245240,414722,614
X,1551245240,414985,524
X,1551245241,415092,760
X,1551245241,415082,562
X,1551245242,415045,866
P,1551245242,5105
X,1551245242,415139,772
X,1551245243,415322,826
