,4,205312
D,1561870467,205056
D,1561870469,204800
D,1561870471,205056
P,1561870472,5128
D,1561870472,205056
D,1561870474,204800
D,1561870477,205056
D,1561870479,204544
D,1561870481,204288
D,1561870483,204288
D,1561870485,204800
D,1561870488,204544
D,1561870490,204544
D,1561870492,204288
D,1561870494,204800
D,1561870496,204800
D,1561870499,204800
D,1561870501,203776
P,1561870502,5128
D,1561870503,205056
D,1561870505,204288
D,1561870507,204544
D,1561870510,205312
D,1561870512,205312
D,1561870513,204544
D,1561870515,204800
D,1561870517,204288
D,1561870520,203776
D,1561870522,205568
D,1561870524,204288
D,1561870526,204544
D,1561870528,204544
D,1561870531,204800
P,1561870531,5131
D,1561870533,204032
D,1561870535,204800
D,1561870537,204800
D,1561870539,205312
D,1561870542,204544
D,1561870544,205568
D,1561870546,204800
D,1561870548,204544
D,1561870550,204800
D,1561870553,204032
D,1561870554,204800
D,1561870556,204544
D,1561870558,205312
P,1561870560,5130
D,1561870560,204288
D,1561870563,205056
D,1561870565,204544
D,1561870567,204544
D,1561870569,205056
D,1561870571,204544
D,1561870574,203776
D,1561870576,204288
D,1561870578,204544
D,1561870580,204288
D,1561870582,204800
D,1561870585,205568
D,1561870587,205056
D,1561870589,205056
P,1561870590,5127
D,1561870591,204800
D,1561870593,204800
D,1561870595,202496
D,1561870597,205056
D,1561870599,204032
D,1561870601,204032
D,1561870603,204288
D,1561870606,203776
D,1561870608,204288
D,1561870610,204800
D,1561870612,204544
D,1561870614,205056
D,1561870617,205568
D,1561870619,203776
P,1561870619,5129
D,1561870621,204032
D,1561870623,204544
D,1561870626,205312
D,1561870628,205056
D,1561870630,205312
D,1561870632,205568
D,1561870634,204288
D,1561870636,205312
D,1561870638,204288
D,1561870640,204288
D,1561870642,204800
D,1561870644,205568
D,1561870647,204544
P,1561870649,5129
D,1561870649,204800
D,1561870651,204800
D,1561870653,205312
D,1561870655,205056
D,1561870658,204544
D,1561870660,205824
D,1561870662,205056
D,1561870664,205056
D,1561870666,204800
D,1561870669,205056
D,1561870671,205056
D,1561870673,204544
D,1561870675,205312
D,1561870676,204544
P,1561870678,5130
D,1561870679,205056
D,1561870681,204288
D,1561870683,204288
D,1561870685,204800
D,1561870687,204544
D,1561870690,205568
D,1561870692,205312
D,1561870694,204544
D,1561870696,203776
D,1561870698,205056
D,1561870701,204288
D,1561870703,204544
D,1561870705,205312
D,1561870707,205056
P,1561870708,5129
D,1561870709,205568
D,1561870712,204288
D,1561870714,205312
