H,1552259147,147519
T,1552259147,2803
X,1552259149,416248,1131
X,1552259149,416277,1169
X,1552259150,416164,904
X,1552259151,416191,745
X,1552259151,416327,1204
X,1552259152,416301,1076
X,1552259152,416315,1225
X,1552259153,415979,615
X,1552259153,415668,906
X,1552259154,415798,781
X,1552259155,415974,681
X,1552259155,415965,746
X,1552259156,415622,1295
X,1552259156,415650,891
X,1552259157,416079,1078
X,1552259157,415600,1065
X,1552259158,415954,846
X,1552259158,415789,1292
X,1552259159,415032,673
X,1552259160,415064,1417
X,1552259160,415483,706
X,1552259161,415699,883
X,1552259161,416122,994
X,1552259162,416420,759
X,1552259162,416441,623
X,1552259163,416496,502
X,1552259164,416438,443
X,1552259164,416559,700
X,1552259165,416467,996
X,1552259165,416259,644
A,1552259165,416037,1527
T,1552259165,2803
X,1552259167,416202,635
X,1552259168,416321,453
X,1552259168,416311,728
X,1552259169,416246,418
X,1552259170,416412,377
X,1552259170,416393,536
X,1552259171,416110,652
X,1552259171,416263,362
X,1552259172,416398,718
X,1552259172,415607,1748
X,1552259173,414993,586
X,1552259174,414855,882
P,1552259174,5068
X,1552259174,415359,297
X,1552259175,414788,919
X,1552259175,413752,2671
X,1552259176,414827,1285
X,1552259176,413589,856
X,1552259177,413691,1096
X,1552259178,415614,1343
X,1552259178,415361,852
X,1552259178,415572,529
X,1552259178,415630,526
X,1552259179,415894,1596
X,1552259179,416253,909
X,1552259180,415746,951
X,1552259180,415900,949
A,1552259180,415735,2823
T,1552259181,2803
X,1552259182,414387,1700
X,1552259183,413565,1327
X,1552259184,414507,1336
X,1552259184,415067,1235
X,1552259185,415478,761
X,1552259185,415821,608
X,1552259186,415694,687
X,1552259186,415841,671
X,1552259187,415860,910
X,1552259188,416287,817
X,1552259188,416706,694
X,1552259189,416727,582
X,1552259189,416685,834
X,1552259190,416758,744
X,1552259190,416801,374
X,1552259191,416621,706
X,1552259192,416567,757
X,1552259192,416605,482
X,1552259193,416631,711
X,1552259193,416472,526
X,1552259194,416377,520
X,1552259194,416299,687
X,1552259195,416294,449
X,1552259196,416363,445
A,1552259196,416344,1323
T,1552259196,2803
X,1552259198,416231,839
X,1552259198,416559,1016
X,1552259199,416436,814
X,1552259199,416467,339
X,1552259200,416572,744
X,1552259200,416804,594
X,1552259201,416573,698
X,1552259201,416340,845
X,1552259202,416216,453
X,1552259203,416317,378
P,1552259203,5068
X,1552259203,416511,736
X,1552259204,416574,514
X,1552259204,416375,843
X,1552259205,416246,989
X,1552259205,416042,1172
X,1552259206,416491,1037
X,1552259207,416154,1080
X,1552259207,415813,770
X,1552259208,415228,1334
X,1552259208,415527,1190
X,1552259209,415559,1111
X,1552259209,415895,899
X,1552259210,415745,577
X,1552259211,415802,815
X,1552259211,415682,1174
X,1552259212,415160,692
X,1552259212,415489,1273
X,1552259213,415921,549
X,1552259213,416150,995
A,1552259213,416207,1644
T,1552259214,2803
X,1552259215,415460,539
X,1552259216,415619,723
X,1552259217,415858,695
X,1552259217,415995,956
X,1552259218,416244,1000
X,1552259218,416310,577
X,1552259219,416394,743
X,1552259219,416463,1024
X,1552259219,416427,620
X,1552259220,416130,673
X,1552259220,415805,1081
X,1552259221,414476,1875
X,1552259221,416332,1131
X,1552259222,416439,879
X,1552259222,416202,804
X,1552259223,416147,411
X,1552259223,416304,579
X,1552259224,416441,751
X,1552259225,416787,1061
X,1552259225,416779,962
X,1552259226,416715,526
X,1552259226,416496,527
X,1552259227,416536,753
X,1552259227,416636,842
X,1552259228,416383,893
A,1552259228,416275,1319
T,1552259228,2803
X,1552259230,416581,867
X,1552259231,416896,886
X,1552259231,416212,1094
X,1552259232,416533,802
P,1552259232,5066
X,1552259232,416570,716
X,1552259233,416790,961
X,1552259233,416987,1063
X,1552259234,416906,432
X,1552259235,416790,345
X,1552259235,416732,311
X,1552259236,416613,458
X,1552259236,416311,636
X,1552259237,416163,1168
X,1552259237,415928,1281
X,1552259238,416142,1025
X,1552259239,416099,798
X,1552259239,416014,941
X,1552259240,415996,719
X,1552259240,415867,1034
X,1552259241,415841,1032
X,1552259241,415975,719
X,1552259242,415925,979
X,1552259243,415684,462
X,1552259243,414754,1205
X,1552259244,415154,1285
