,5257
P,1556996506,5257
P,1556996535,5257
P,1556996565,5258
P,1556996594,5256
P,1556996623,5256
P,1556996652,5258
P,1556996682,5257
P,1556996711,5255
P,1556996740,5257
P,1556996770,5257
P,1556996800,5258
P,1556996829,5256
P,1556996858,5258
P,1556996888,5258
P,1556996917,5257
P,1556996946,5255
P,1556996976,5257
P,1556997005,5257
P,1556997034,5257
P,1556997063,5257
P,1556997094,5256
D,1556997108,256768
R,1556997109,5C00DDFC91
R,1556997109,5C00DDFC91
R,1556997109,5C00DDFC91
X,1556997110,354958,46792
X,1556997111,359940,6509
X,1556997111,360668,17414
X,1556997112,361128,6283
X,1556997113,362313,7988
X,1556997113,365533,29263
X,1556997114,363909,27383
X,1556997114,363895,42278
X,1556997115,360479,8344
X,1556997115,357729,5013
X,1556997116,360987,7977
X,1556997117,361657,15651
X,1556997117,357772,10472
X,1556997118,356784,6632
X,1556997118,358293,5623
X,1556997119,356947,7673
X,1556997119,355762,11086
X,1556997120,353475,37312
X,1556997121,357412,9410
X,1556997121,354996,47833
X,1556997122,374232,32523
X,1556997122,152463,13384
P,1556997123,5246
X,1556997123,150999,1275
X,1556997123,150513,477
X,1556997124,150163,225
X,1556997125,149945,387
X,1556997125,149849,159
X,1556997126,149819,170
X,1556997126,149638,300
X,1556997127,149441,257
X,1556997127,149375,618
X,1556997128,149572,544
O,1556997128,149474,476
O,1556997129,149660,1216
O,1556997130,149941,343
O,1556997130,149611,270
O,1556997131,149646,538
O,1556997131,148848,729
O,1556997132,148872,379
O,1556997132,148836,1009
O,1556997133,149096,427
O,1556997134,148748,666
O,1556997134,148902,218
O,1556997135,148693,643
O,1556997135,148681,314
O,1556997136,148470,300
O,1556997136,148466,286
O,1556997137,148418,434
O,1556997138,148756,114
O,1556997138,148708,72
O,1556997139,148601,174
O,1556997139,148657,423
O,1556997140,148789,1215
O,1556997140,148701,954
O,1556997141,148908,166
O,1556997141,148808,532
O,1556997141,148970,445
O,1556997142,149054,211
O,1556997142,148891,469
O,1556997143,148630,663
O,1556997143,148405,798
O,1556997144,147980,437
O,1556997145,148454,363
O,1556997145,148421,322
O,1556997146,148126,882
O,1556997146,147833,958
O,1556997147,147885,1212
O,1556997147,147691,935
O,1556997148,147878,485
O,1556997149,147823,485
O,1556997149,148365,279
O,1556997150,148624,136
O,1556997150,148747,164
O,1556997151,148513,439
O,1556997151,148464,240
P,1556997152,5246
O,1556997152,148333,272
O,1556997152,148576,142
O,1556997153,148312,586
O,1556997154,148600,178
O,1556997154,148677,172
O,1556997155,148823,74
O,1556997155,148889,153
O,1556997156,148843,137
O,1556997156,148832,143
O,1556997157,148761,266
O,1556997158,148856,116
O,1556997158,148761,322
O,1556997159,148696,326
O,1556997159,148743,438
O,1556997160,148794,274
O,1556997160,148718,148
O,1556997161,148711,147
O,1556997162,148632,274
O,1556997162,148181,191
O,1556997163,148263,200
O,1556997163,148352,377
O,1556997164,148431,432
O,1556997164,148433,228
O,1556997165,148381,246
O,1556997166,148510,165
O,1556997166,148607,173
O,1556997167,148656,79
O,1556997167,148670,69
O,1556997168,148770,406
O,1556997168,148473,780
O,1556997169,147696,596
