H,1551899290,147519
U,1551899290,46975
X,1551899291,390413,1055
X,1551899292,390496,1183
X,1551899292,390653,779
X,1551899293,390529,695
X,1551899293,390539,555
X,1551899294,390398,792
X,1551899295,390235,711
X,1551899295,390271,1959
X,1551899296,390547,982
X,1551899296,390527,515
X,1551899297,390706,391
X,1551899297,390725,579
X,1551899298,390652,561
X,1551899299,390708,923
X,1551899299,390733,731
X,1551899300,390721,645
X,1551899300,390750,925
X,1551899301,390760,870
X,1551899301,390706,601
X,1551899302,390763,686
X,1551899302,390706,800
X,1551899303,390696,801
X,1551899304,390805,1617
X,1551899304,391106,727
A,1551899304,390658,871
T,1551899304,2803
U,1551899305,46975
X,1551899306,390880,1352
X,1551899307,390860,1712
X,1551899307,391048,1539
X,1551899308,390895,1876
X,1551899308,391154,2540
X,1551899309,390778,809
X,1551899310,391001,894
X,1551899310,391014,1309
X,1551899311,390963,746
X,1551899311,390843,693
X,1551899312,390770,836
X,1551899312,390743,532
X,1551899313,390887,496
X,1551899314,390650,592
X,1551899314,390671,366
X,1551899315,390817,837
X,1551899315,390946,579
X,1551899316,391020,1229
P,1551899316,5120
X,1551899316,391026,834
X,1551899317,391024,463
X,1551899318,391049,492
X,1551899318,390981,761
X,1551899319,391018,1013
X,1551899319,390974,868
X,1551899320,390941,1082
X,1551899320,390716,621
X,1551899321,390843,833
X,1551899322,390926,680
X,1551899322,390785,570
A,1551899322,390869,399
T,1551899322,2803
U,1551899322,46975
X,1551899323,390573,801
X,1551899324,390309,770
X,1551899324,390331,487
X,1551899325,390457,1240
X,1551899325,390767,1007
X,1551899326,390855,515
X,1551899327,390893,699
X,1551899327,390816,548
X,1551899328,390827,1111
X,1551899328,390564,6929
X,1551899329,390899,1178
X,1551899329,390953,725
X,1551899330,391139,759
X,1551899331,391959,4598
X,1551899331,390790,2876
X,1551899332,391280,1578
X,1551899332,391245,1677
X,1551899333,391261,1418
X,1551899333,391358,1207
X,1551899334,391332,874
X,1551899335,391287,593
X,1551899335,391229,1274
X,1551899336,391169,1861
X,1551899336,391068,651
X,1551899337,391223,1003
X,1551899337,391367,696
X,1551899338,391478,578
X,1551899339,391224,866
X,1551899339,391277,912
X,1551899340,391153,846
X,1551899340,391071,682
X,1551899341,391057,661
X,1551899341,391306,1172
X,1551899342,391405,621
X,1551899343,391460,1021
X,1551899343,391446,1002
X,1551899344,391340,975
A,1551899344,391046,1169
T,1551899344,2804
R,1551899344,700D9B77F
R,1551899344,700D9B77F
R,1551899344,700D9B77F
P,1551899345,5123
X,1551899346,391143,794
X,1551899346,391227,589
X,1551899347,391349,1270
X,1551899347,391407,842
X,1551899348,391300,1290
X,1551899348,391255,3331
X,1551899349,391301,993
X,1551899350,391138,545
X,1551899350,391208,486
X,1551899351,391132,1094
X,1551899351,391337,1218
X,1551899352,391255,1083
X,1551899352,391498,774
X,1551899353,391438,805
X,1551899354,391452,548
X,1551899354,391291,981
X,1551899355,391322,737
X,1551899355,391444,690
X,1551899356,391523,1183
X,1551899356,391429,1197
X,1551899357,391420,1061
X,1551899358,390935,14647
X,1551899358,391202,2217
X,1551899359,390881,340
X,1551899359,390646,943
X,1551899360,390672,720
X,1551899360,390901,582
X,1551899361,390947,1094
X,1551899362,391066,578
X,1551899362,390900,463
X,1551899363,391065,1024
X,1551899363,391158,1197
X,1551899363,391280,1628
X,1551899363,391306,1211
X,1551899364,391218,1557
X,1551899365,391622,2905
X,1551899365,391531,3684
X,1551899366,391218,2730
X,1551899366,391435,3828
X,1551899367,391128,2045
X,1551899367,391183,902
X,1551899368,391267,1631
X,1551899369,391284,1232
X,1551899369,391226,1084
X,1551899370,391202,819
A,1551899370,391166,852
T,1551899370,2804
X,1551899372,391222,864
X,1551899372,391206,877
X,1551899373,391148,1020
X,1551899373,391140,621
X,1551899374,391166,454
X,1551899374,391142,981
P,1551899374,5122
X,1551899375,391108,612
X,1551899376,391221,885
X,1551899376,391271,950
X,1551899377,391130,881
X,1551899377,391189,479
X,1551899378,391273,834
X,1551899378,391370,616
X,1551899379,391221,1077
X,1551899380,391233,1037
X,1551899380,391259,1239
X,1551899381,391315,1437
X,1551899381,391347,439
X,1551899382,391433,455
X,1551899382,391331,863
X,1551899383,391388,659
X,1551899384,391327,581
