,146741,113
O,1556658244,146733,125
O,1556658245,146727,118
O,1556658245,146761,81
O,1556658246,146771,96
O,1556658246,146786,91
O,1556658247,146773,89
O,1556658248,146748,71
O,1556658248,146762,134
O,1556658249,146777,126
O,1556658249,146767,77
O,1556658250,146740,128
O,1556658250,146760,122
O,1556658251,146748,56
O,1556658252,146754,85
O,1556658252,146688,94
O,1556658253,146710,90
O,1556658253,146572,294
O,1556658254,146551,229
P,1556658254,5304
O,1556658254,146677,76
O,1556658255,146569,126
O,1556658255,146577,96
O,1556658255,146599,110
O,1556658256,146620,85
O,1556658256,146645,117
O,1556658257,146696,143
O,1556658257,146752,124
O,1556658258,146718,145
O,1556658259,146715,86
O,1556658259,146725,172
O,1556658260,146687,213
O,1556658260,146639,138
O,1556658261,146641,115
O,1556658261,146617,167
O,1556658262,146647,201
O,1556658262,146710,76
O,1556658263,146723,137
O,1556658264,146752,84
O,1556658264,146708,129
O,1556658265,146638,139
O,1556658265,146628,64
O,1556658266,146655,133
O,1556658266,146670,60
O,1556658267,146765,118
O,1556658268,146757,118
O,1556658268,146756,101
O,1556658269,146697,130
O,1556658269,146704,95
O,1556658270,146709,89
O,1556658270,146710,91
O,1556658271,146707,76
O,1556658272,146714,99
O,1556658272,146743,146
