H,1553299939,147519
R,1553299939,700D9B77F
X,1553299941,416546,647
X,1553299941,416622,442
X,1553299942,416590,313
X,1553299943,416344,797
P,1553299943,5011
X,1553299943,416343,809
X,1553299944,416206,568
X,1553299944,416522,441
X,1553299945,416277,386
X,1553299945,416570,321
X,1553299945,416425,460
X,1553299946,416181,552
X,1553299946,416456,409
X,1553299947,416281,810
X,1553299947,416312,870
X,1553299948,416444,773
X,1553299948,416429,613
X,1553299949,416400,454
X,1553299950,416411,502
X,1553299950,416434,639
X,1553299951,416342,547
A,1553299951,416406,441
T,1553299951,2803
R,1553299951,700D9B77F
X,1553299953,416490,573
X,1553299953,416522,376
X,1553299954,416388,470
X,1553299954,416343,395
X,1553299955,416213,984
X,1553299955,416453,386
X,1553299956,416485,365
X,1553299957,416582,385
X,1553299957,416474,349
X,1553299958,416400,740
X,1553299958,416562,831
X,1553299959,416383,584
X,1553299959,416310,766
X,1553299960,416389,552
X,1553299961,416504,493
X,1553299961,416415,674
X,1553299962,416509,676
X,1553299962,416512,429
X,1553299963,416283,1058
X,1553299963,416277,1001
X,1553299964,416479,678
X,1553299965,416424,715
A,1553299965,416441,369
T,1553299965,2803
R,1553299965,700D9B77F
X,1553299967,416534,448
X,1553299967,416756,4587
X,1553299968,416060,4109
X,1553299968,416738,556
X,1553299969,416594,475
X,1553299969,416522,885
X,1553299970,416573,741
X,1553299971,416375,915
X,1553299971,416625,469
X,1553299972,416656,914
P,1553299972,5011
X,1553299972,416223,812
X,1553299973,416184,980
X,1553299973,416274,650
X,1553299974,416590,218
X,1553299975,416685,506
X,1553299975,416644,849
X,1553299976,416591,1164
X,1553299976,416545,576
X,1553299977,416550,3215
X,1553299977,416497,803
X,1553299978,416574,657
X,1553299978,416418,764
X,1553299979,416437,548
X,1553299980,416402,1088
X,1553299980,416382,469
A,1553299980,416503,554
T,1553299980,2803
R,1553299981,700D9B77F
X,1553299982,416418,860
X,1553299983,416377,806
X,1553299983,416455,1071
X,1553299984,416413,438
X,1553299984,416306,520
X,1553299985,416520,593
X,1553299986,416497,608
X,1553299986,416584,546
X,1553299986,416355,596
X,1553299986,416317,743
X,1553299987,416322,410
X,1553299987,416309,497
X,1553299988,416373,347
X,1553299989,416338,644
X,1553299989,416318,593
X,1553299990,416358,1154
X,1553299990,416484,529
X,1553299991,416302,499
X,1553299991,416435,447
X,1553299992,416533,4173
X,1553299993,416652,685
X,1553299993,416519,617
X,1553299994,416715,301
A,1553299994,416427,413
T,1553299994,2803
R,1553299994,700D9B77F
X,1553299996,416327,487
X,1553299996,416309,639
X,1553299997,416463,872
X,1553299997,416326,778
X,1553299998,416472,377
X,1553299998,416362,184
X,1553299999,416580,589
X,1553300000,416590,968
X,1553300000,416497,826
X,1553300001,416422,444
P,1553300001,5011
X,1553300001,416536,847
X,1553300002,416435,649
X,1553300002,416492,453
X,1553300003,416543,783
X,1553300004,416361,547
X,1553300004,416379,893
X,1553300005,416340,458
X,1553300005,416542,922
X,1553300006,416505,697
X,1553300006,416501,828
A,1553300006,416449,281
T,1553300007,2803
R,1553300007,700D9B77F
X,1553300008,416576,670
X,1553300009,416524,449
X,1553300010,416458,532
X,1553300010,416559,983
X,1553300011,416568,1070
X,1553300011,416331,506
X,1553300012,416410,418
X,1553300012,416468,746
X,1553300013,416559,488
X,1553300013,416329,771
X,1553300014,416549,854
X,1553300015,416614,631
X,1553300015,416512,770
X,1553300016,416552,494
X,1553300016,416825,259
X,1553300017,416805,550
X,1553300017,416861,821
X,1553300018,416741,915
X,1553300019,416609,658
X,1553300019,416582,449
X,1553300020,416162,691
A,1553300020,416551,699
T,1553300020,2803
R,1553300020,700D9B77F
X,1553300022,416334,758
X,1553300022,416387,596
X,1553300023,416713,536
X,1553300023,416485,550
X,1553300024,416450,381
X,1553300025,416658,834
X,1553300025,416503,689
X,1553300026,416362,669
X,1553300026,416361,665
X,1553300027,416745,441
X,1553300027,416772,602
X,1553300027,416843,478
X,1553300027,416782,726
X,1553300028,416718,381
X,1553300029,416696,942
X,1553300029,416845,840
X,1553300030,416701,722
X,1553300030,416734,609
P,1553300030,5009
X,1553300031,416499,8079
X,1553300031,416613,578
