P,1551203943,5156
P,1551203972,5155
P,1551204002,5154
P,1551204031,5157
P,1551204060,5157
P,1551204090,5157
P,1551204119,5154
P,1551204148,5157
P,1551204177,5155
P,1551204208,5158
P,1551204237,5157
P,1551204266,5157
P,1551204296,5157
P,1551204325,5158
P,1551204354,5154
P,1551204383,5155
P,1551204413,5155
P,1551204442,5158
P,1551204471,5157
P,1551204501,5155
P,1551204531,5155
P,1551204560,5158
P,1551204589,5156
P,1551204619,5157
P,1551204648,5159
P,1551204678,5157
P,1551204707,5158
P,1551204737,5154
P,1551204766,5158
P,1551204796,5158
P,1551204826,5155
D,1551204836,249600
R,1551204836,5C00DDFC91
R,1551204836,5C00DDFC91
R,1551204836,5C00DDFC91
X,1551204838,357571,14532
X,1551204839,359039,19486
X,1551204839,359118,10647
X,1551204840,359352,11606
X,1551204840,359101,9254
X,1551204841,359674,9034
X,1551204842,360779,3650
X,1551204842,359436,3867
X,1551204843,360187,4187
X,1551204843,359234,5162
X,1551204844,359848,4864
X,1551204844,360401,6363
X,1551204845,361490,20925
X,1551204846,344724,58299
X,1551204846,147745,8557
X,1551204847,146084,821
X,1551204847,146206,426
X,1551204848,146070,187
X,1551204848,146057,166
X,1551204849,145696,913
X,1551204849,145412,196
X,1551204850,145395,259
X,1551204851,145455,423
X,1551204851,145406,446
X,1551204852,145079,329
O,1551204852,145074,231
O,1551204853,145144,318
O,1551204853,145225,394
O,1551204854,145124,223
O,1551204855,144927,450
P,1551204855,5146
O,1551204855,144838,193
O,1551204856,144686,241
O,1551204856,144778,237
O,1551204857,144860,248
O,1551204857,144906,340
O,1551204858,144537,437
O,1551204859,144741,411
O,1551204859,144720,531
O,1551204860,144655,451
O,1551204860,144725,607
O,1551204861,144625,566
O,1551204861,144425,312
O,1551204862,144526,403
O,1551204863,144554,542
O,1551204863,144706,478
O,1551204864,144659,429
O,1551204864,144638,825
O,1551204865,144610,451
O,1551204865,144826,232
O,1551204866,144503,530
O,1551204867,144425,354
O,1551204867,144382,587
O,1551204868,144511,417
O,1551204868,144355,615
O,1551204869,144551,448
O,1551204869,144967,314
O,1551204870,144918,169
O,1551204871,144800,184
O,1551204871,144643,563
O,1551204871,144520,481
O,1551204871,144747,497
O,1551204872,144705,266
O,1551204872,144831,94
O,1551204873,144953,541
O,1551204873,145051,392
O,1551204874,145256,169
O,1551204875,145092,371
O,1551204875,144973,363
O,1551204876,145151,127
O,1551204876,145073,234
O,1551204877,145204,126
O,1551204877,145188,168
O,1551204878,145127,118
O,1551204879,145091,289
O,1551204879,145240,94
O,1551204880,145171,148
O,1551204880,145197,191
O,1551204881,145249,95
O,1551204881,145309,185
O,1551204882,145274,164
O,1551204883,145207,93
O,1551204883,145220,97
O,1551204884,145295,131
P,1551204884,5147
O,1551204884,145292,61
O,1551204885,145287,106
O,1551204885,145242,89
O,1551204886,145223,134
O,1551204887,145280,129
O,1551204887,145278,108
O,1551204888,145292,99
O,1551204888,145298,140
O,1551204889,145305,73
O,1551204889,145327,71
O,1551204890,145334,118
O,1551204891,145322,112
O,1551204891,145150,231
O,1551204892,145047,152
O,1551204892,145139,203
O,1551204893,145186,143
O,1551204893,145221,106
O,1551204894,145255,99
O,1551204895,145230,89
O,1551204895,145270,96
O,1551204896,145278,98
O,1551204896,145327,90
O,1551204897,145350,122
O,1551204897,145384,68
O,1551204898,145388,149
O,1551204899,145416,97
O,1551204899,145473,123
O,1551204900,145467,112
O,1551204900,145478,163
O,1551204901,145475,167
O,1551204901,145438,112
O,1551204902,145491,82
T,1551204902,2825
P,1551204913,5155
P,1551204943,5156
D,1551204953,184320
D,1551204955,267264
R,1551204955,700D9B77F
R,1551204955,700D9B77F
R,1551204955,700D9B77F
X,1551204956,399097,37362
X,1551204957,396436,7004
X,1551204958,397019,4380
