1556823617,5288
P,1556823646,5285
P,1556823676,5288
P,1556823705,5289
P,1556823734,5285
P,1556823763,5288
P,1556823793,5287
P,1556823822,5286
P,1556823852,5289
P,1556823882,5288
P,1556823911,5288
P,1556823940,5289
P,1556823969,5286
P,1556823999,5287
P,1556824028,5286
P,1556824057,5287
P,1556824087,5285
P,1556824116,5287
P,1556824146,5288
P,1556824175,5288
P,1556824205,5286
P,1556824234,5288
P,1556824263,5288
P,1556824292,5288
P,1556824322,5284
P,1556824351,5287
P,1556824380,5287
P,1556824410,5287
D,1556824436,263680
R,1556824436,5C00DDFC91
X,1556824438,365246,7879
X,1556824438,364169,2718
X,1556824439,364972,1690
X,1556824440,364635,11487
P,1556824440,5279
X,1556824440,366264,14152
X,1556824441,368019,21828
X,1556824441,365929,18759
X,1556824442,366026,9777
X,1556824442,366138,3914
X,1556824443,366075,2121
X,1556824443,366484,4293
X,1556824444,366369,21621
X,1556824445,367684,17160
X,1556824445,366784,8773
X,1556824446,365949,5492
X,1556824446,365505,23246
X,1556824447,366458,3979
X,1556824447,365966,4490
X,1556824448,365804,4177
X,1556824449,365380,2784
X,1556824449,365827,13649
X,1556824450,365723,3689
X,1556824450,366491,2055
X,1556824451,366761,2131
X,1556824451,366566,1852
X,1556824452,366677,4000
X,1556824453,366425,3166
X,1556824453,366489,3287
X,1556824454,366201,3320
X,1556824454,366811,875
X,1556824455,366438,12997
X,1556824455,367787,11037
X,1556824456,367585,6587
X,1556824456,366888,9562
X,1556824456,366635,9378
X,1556824457,367399,9734
X,1556824457,366812,4973
X,1556824458,367314,4382
X,1556824458,367740,1507
X,1556824459,367454,980
X,1556824460,367452,721
X,1556824460,367431,665
X,1556824461,367565,618
X,1556824461,367786,11078
X,1556824462,367530,2615
X,1556824462,367465,944
X,1556824463,367493,651
X,1556824464,367541,643
X,1556824464,367556,1035
X,1556824465,367671,943
X,1556824465,367714,563
X,1556824466,367613,889
X,1556824466,367643,581
X,1556824467,367752,2819
X,1556824467,367955,875
X,1556824468,367869,746
X,1556824469,367941,900
P,1556824469,5279
X,1556824469,367809,1036
X,1556824470,367916,968
X,1556824470,367934,1762
X,1556824471,368074,749
X,1556824471,368210,798
X,1556824472,368136,940
X,1556824473,368126,1153
X,1556824473,368233,5161
X,1556824474,367765,4359
X,1556824474,368049,1113
X,1556824475,368042,715
A,1556824475,367699,1399
T,1556824475,2846
U,1556824475,64657
X,1556824477,368016,1111
X,1556824477,368009,899
X,1556824478,368029,370
X,1556824479,368109,782
X,1556824479,368154,747
X,1556824480,368168,1005
X,1556824480,368068,1640
X,1556824481,368004,1018
X,1556824481,367945,714
X,1556824482,367991,848
X,1556824483,368019,438
X,1556824483,367908,735
X,1556824484,367966,704
X,1556824484,368103,766
X,1556824485,368115,694
X,1556824485,368057,665
X,1556824486,368064,762
X,1556824487,367962,443
X,1556824487,367917,642
X,1556824488,368016,709
X,1556824488,368108,563
X,1556824489,368046,683
X,1556824489,367999,940
X,1556824490,368026,315
A,1556824490,368027,246
T,1556824490,2847
U,1556824491,64657
X,1556824492,367977,252
X,1556824493,367942,651
X,1556824493,367963,881
X,1556824494,368073,517
X,1556824494,367980,3699
X,1556824495,367929,7693
X,1556824495,368069,14261
X,1556824496,368003,3630
X,1556824497,368668,6577
