H,1551672828,147519
U,1551672828,46975
X,1551672830,412058,1126
X,1551672830,412695,992
X,1551672831,413054,449
X,1551672831,412881,874
X,1551672832,412855,1031
X,1551672832,413014,1148
X,1551672833,412003,2892
X,1551672833,413294,622
P,1551672834,5052
X,1551672834,412745,1306
X,1551672835,413040,2152
X,1551672835,412404,993
X,1551672836,412997,1086
X,1551672836,412859,598
X,1551672837,412619,595
X,1551672837,412548,640
X,1551672837,413072,626
X,1551672838,412920,612
X,1551672838,413050,915
X,1551672839,413271,934
X,1551672839,413266,373
X,1551672840,413151,556
X,1551672840,413008,578
X,1551672841,412603,1223
X,1551672842,413039,1186
X,1551672842,413189,769
X,1551672843,412489,1173
X,1551672843,412549,823
X,1551672844,412963,647
X,1551672844,413029,486
X,1551672845,413075,768
A,1551672845,412944,890
T,1551672845,2809
U,1551672845,46975
X,1551672847,412725,563
X,1551672848,412886,620
X,1551672848,412823,887
X,1551672849,412722,672
X,1551672849,412704,493
X,1551672850,412801,515
X,1551672850,412772,386
X,1551672851,412755,701
X,1551672852,412865,447
X,1551672852,413071,513
X,1551672853,413010,650
X,1551672853,412922,555
X,1551672854,412895,324
X,1551672854,412783,888
X,1551672855,412924,1342
X,1551672855,412295,1544
X,1551672856,412354,1592
X,1551672857,412913,489
X,1551672857,412798,913
X,1551672858,412810,484
X,1551672858,412960,710
X,1551672859,413043,961
X,1551672859,413042,668
A,1551672859,412865,367
T,1551672860,2809
U,1551672860,46975
X,1551672861,412836,710
X,1551672862,412871,762
X,1551672863,412450,919
P,1551672863,5112
X,1551672863,412565,709
X,1551672864,412567,885
X,1551672864,412375,488
X,1551672865,412349,596
X,1551672865,412430,686
X,1551672866,412105,1033
X,1551672867,412460,763
X,1551672867,412626,559
X,1551672868,412572,1879
X,1551672868,412047,1242
X,1551672869,412805,791
X,1551672869,412823,926
X,1551672870,413070,633
X,1551672870,412873,616
X,1551672871,412708,678
X,1551672872,412493,779
X,1551672872,412708,868
X,1551672873,412879,670
X,1551672873,413162,665
X,1551672874,412661,884
A,1551672874,412685,813
T,1551672874,2809
U,1551672874,46975
X,1551672876,412288,1068
X,1551672876,412646,1033
X,1551672877,412634,684
X,1551672878,412435,1095
X,1551672878,412409,2041
X,1551672878,411041,2058
X,1551672878,411655,1021
X,1551672879,412280,1290
X,1551672879,411871,633
X,1551672880,411993,688
X,1551672881,412167,830
X,1551672881,412537,780
X,1551672882,413093,1436
X,1551672882,413028,1151
X,1551672883,413474,1472
X,1551672883,414884,1616
X,1551672884,414013,1318
X,1551672884,413681,1177
X,1551672885,413477,1084
X,1551672886,413266,1007
X,1551672886,413140,671
X,1551672887,412942,597
X,1551672887,412622,830
X,1551672888,413054,1207
X,1551672888,412809,601
X,1551672889,412317,1120
X,1551672890,412334,562
X,1551672890,412655,555
X,1551672891,412481,660
X,1551672891,412275,791
P,1551672892,5115
X,1551672892,412911,929
X,1551672892,412809,549
X,1551672893,412636,530
X,1551672894,412301,546
X,1551672894,412234,474
X,1551672895,412236,675
X,1551672895,412339,691
A,1551672895,412496,1269
T,1551672895,2809
U,1551672896,46975
X,1551672897,412024,550
X,1551672898,411726,1183
X,1551672898,411264,1549
X,1551672899,411667,1804
X,1551672899,412133,1474
X,1551672900,411873,1680
X,1551672901,412641,544
X,1551672901,412235,908
X,1551672902,412373,585
X,1551672902,412334,602
X,1551672903,411997,1106
X,1551672903,411128,3791
X,1551672904,407476,3192
X,1551672905,409422,3799
X,1551672905,408653,2585
X,1551672906,410200,2912
X,1551672906,412169,1708
X,1551672907,412248,1326
X,1551672907,412036,1010
X,1551672908,411914,1130
X,1551672909,411331,1116
X,1551672909,411803,2043
X,1551672910,412300,1098
X,1551672910,412466,1106
X,1551672911,412007,909
X,1551672911,412247,1475
X,1551672912,412096,3290
X,1551672913,412461,3024
X,1551672913,412623,1806
X,1551672914,411684,2074
X,1551672914,412052,10389
X,1551672915,409567,16014
X,1551672915,416833,28797
X,1551672916,409773,36934
X,1551672917,323567,51872
X,1551672917,152629,10073
X,1551672918,149180,1612
X,1551672918,366980,49745
X,1551672919,407993,26040
X,1551672919,409365,6288
X,1551672919,409024,18287
X,1551672920,409628,4819
X,1551672920,410553,7385
X,1551672921,410026,17329
P,1551672921,5112
X,1551672921,410778,48230
