H,1553141879,147519
T,1553141879,2752
X,1553141881,425430,319
X,1553141881,425339,492
X,1553141882,425293,480
X,1553141882,425268,950
X,1553141883,425372,648
X,1553141883,425426,854
X,1553141884,425392,791
X,1553141885,425394,609
X,1553141885,425537,355
X,1553141886,425739,590
X,1553141886,425792,727
X,1553141887,425619,775
X,1553141887,425411,528
X,1553141888,425475,394
X,1553141888,425563,429
X,1553141889,425881,519
X,1553141890,425972,784
X,1553141890,426139,1135
X,1553141891,425873,597
X,1553141891,425871,574
X,1553141892,425988,502
A,1553141892,425581,720
T,1553141892,2752
X,1553141894,426696,453
X,1553141894,426486,653
X,1553141895,425521,1487
X,1553141896,424938,567
X,1553141896,425324,723
X,1553141897,424775,1611
X,1553141897,424682,680
P,1553141898,5016
X,1553141898,424723,632
X,1553141898,425023,719
X,1553141899,425370,640
X,1553141900,425344,526
X,1553141900,425338,541
X,1553141901,425356,723
X,1553141901,425176,515
X,1553141902,425203,449
X,1553141902,425105,617
X,1553141903,425193,733
X,1553141904,425290,841
X,1553141904,425226,621
X,1553141905,425157,402
X,1553141905,425203,536
X,1553141906,425172,492
A,1553141906,425300,2014
T,1553141906,2752
X,1553141908,425142,537
X,1553141908,425108,596
X,1553141909,425066,553
X,1553141909,425015,861
X,1553141910,424649,946
X,1553141911,424784,514
X,1553141911,424956,503
X,1553141912,425047,487
X,1553141912,424706,737
X,1553141913,424127,801
X,1553141913,424217,1408
X,1553141914,424636,797
X,1553141915,424593,447
X,1553141915,424657,515
X,1553141916,424634,619
X,1553141916,424921,554
X,1553141917,425023,932
X,1553141917,425110,616
X,1553141918,425030,528
X,1553141918,425096,360
X,1553141918,425097,576
A,1553141918,424869,1015
T,1553141918,2752
X,1553141920,425107,507
X,1553141921,425089,509
X,1553141921,425101,404
X,1553141922,425109,519
X,1553141922,425109,663
X,1553141923,425172,811
X,1553141924,425109,487
X,1553141924,425116,494
X,1553141925,425173,584
X,1553141925,425207,530
X,1553141926,425298,820
X,1553141926,425429,826
P,1553141927,5021
X,1553141927,425653,597
X,1553141928,425893,850
X,1553141928,425533,449
X,1553141929,425195,690
X,1553141929,425380,931
X,1553141930,425776,701
X,1553141930,425565,856
X,1553141931,424996,637
A,1553141931,425300,897
T,1553141931,2752
X,1553141933,425009,773
X,1553141933,424925,605
X,1553141934,424991,632
X,1553141935,425071,439
X,1553141935,424992,491
X,1553141936,424832,434
X,1553141936,424855,834
X,1553141937,424971,662
X,1553141937,424958,909
X,1553141938,424931,483
X,1553141939,424804,518
X,1553141939,424759,425
X,1553141940,424566,637
X,1553141940,424893,767
X,1553141941,425178,691
X,1553141941,425183,608
X,1553141942,425185,479
X,1553141943,425179,342
X,1553141943,425097,916
X,1553141944,425434,812
A,1553141944,424990,868
T,1553141944,2752
X,1553141946,425342,454
X,1553141946,425407,538
X,1553141947,425399,664
X,1553141947,425687,615
X,1553141948,425955,1027
X,1553141948,425796,380
X,1553141949,425613,352
X,1553141950,425335,343
X,1553141950,425096,342
X,1553141951,425130,1578
X,1553141951,425565,1135
X,1553141952,425438,666
X,1553141952,425447,589
X,1553141953,425271,2960
X,1553141954,426335,1268
X,1553141954,425974,673
X,1553141955,426258,1362
X,1553141955,427992,2862
X,1553141956,429259,1137
X,1553141956,427272,1892
P,1553141957,5018
X,1553141957,426954,389
X,1553141958,426342,1272
X,1553141958,426600,10155
X,1553141959,424807,8662
X,1553141959,425002,569
X,1553141959,424893,645
X,1553141959,424682,1009
X,1553141960,424632,597
X,1553141961,424559,549
X,1553141961,424147,733
X,1553141962,423798,835
X,1553141962,424141,680
X,1553141963,424217,485
A,1553141963,425143,3156
T,1553141963,2752
X,1553141965,424279,696
X,1553141965,424426,439
X,1553141966,424322,746
X,1553141966,424463,890
X,1553141967,424443,710
X,1553141968,424668,2762
X,1553141968,424619,1199
X,1553141969,424930,880
X,1553141969,424929,584
X,1553141970,424816,524
X,1553141970,424608,577
X,1553141971,424569,820
X,1553141972,424157,971
X,1553141972,424542,530
X,1553141973,424202,544
X,1553141973,424153,969
X,1553141974,423473,1195
X,1553141974,423097,1485
X,1553141975,423014,2220
X,1553141976,423610,1115
X,1553141976,423637,882
