553892433,380160,110
T,1553892433,2833
U,1553892434,64657
X,1553892435,380142,360
X,1553892436,380121,498
X,1553892436,380125,437
X,1553892437,380066,602
X,1553892437,380084,696
X,1553892438,380097,478
X,1553892439,380091,493
X,1553892439,380083,1397
X,1553892440,379881,904
X,1553892440,380141,635
X,1553892441,380095,309
X,1553892441,380083,263
X,1553892442,380154,421
X,1553892442,380115,219
X,1553892443,380058,786
X,1553892444,380164,663
X,1553892444,380110,493
X,1553892445,380154,220
X,1553892445,380135,329
X,1553892446,380050,351
X,1553892446,380104,1003
X,1553892447,380106,690
A,1553892447,380098,283
T,1553892447,2833
U,1553892447,64657
X,1553892449,380097,496
X,1553892450,380027,584
X,1553892450,380154,600
X,1553892451,380117,421
X,1553892451,380134,675
X,1553892452,380136,525
X,1553892452,380085,663
X,1553892453,380203,388
X,1553892454,380177,366
X,1553892454,380169,515
X,1553892455,380228,685
X,1553892455,380155,688
P,1553892456,4931
X,1553892456,380194,770
X,1553892456,380184,541
X,1553892457,380182,488
X,1553892458,380192,903
X,1553892458,380252,505
X,1553892459,380146,522
X,1553892459,380226,470
X,1553892459,380234,1225
X,1553892459,380430,835
A,1553892459,380174,403
T,1553892460,2833
U,1553892460,64657
X,1553892461,380378,333
X,1553892462,380339,877
X,1553892462,380409,437
X,1553892463,380286,1130
X,1553892464,380369,537
X,1553892464,380312,263
X,1553892465,380287,629
X,1553892465,380356,271
X,1553892466,380247,511
X,1553892466,380255,982
X,1553892467,380320,544
X,1553892468,380278,267
X,1553892468,380271,846
X,1553892469,380258,362
X,1553892469,380316,448
