56474,5111
P,1562616503,5108
P,1562616532,5108
P,1562616562,5109
P,1562616592,5106
P,1562616621,5106
P,1562616650,5110
P,1562616680,5110
P,1562616709,5110
P,1562616738,5110
P,1562616767,5109
P,1562616797,5109
P,1562616826,5108
P,1562616855,5107
P,1562616886,5108
P,1562616915,5110
P,1562616944,5110
P,1562616973,5108
P,1562617003,5110
P,1562617032,5109
P,1562617061,5110
P,1562617091,5105
P,1562617120,5111
P,1562617149,5110
P,1562617179,5108
P,1562617209,5109
P,1562617239,5111
P,1562617268,5109
P,1562617298,5111
P,1562617327,5108
P,1562617356,5110
P,1562617385,5110
P,1562617415,5109
P,1562617444,5111
P,1562617474,5110
P,1562617504,5110
P,1562617533,5109
P,1562617562,5111
P,1562617591,5110
P,1562617621,5111
P,1562617650,5107
O,1562617651,144063,650
O,1562617652,144481,683
O,1562617652,144007,1187
O,1562617653,143103,371
O,1562617653,143826,1106
O,1562617654,143226,1481
O,1562617654,143272,1221
O,1562617655,144380,742
O,1562617656,144361,641
O,1562617656,144479,336
O,1562617657,144120,905
O,1562617657,144417,508
O,1562617658,144428,508
O,1562617658,144347,1247
O,1562617659,143369,1684
O,1562617660,143546,1915
O,1562617660,144497,881
O,1562617661,143913,940
O,1562617661,143912,502
O,1562617662,144189,671
O,1562617662,144605,198
O,1562617663,144929,275
O,1562617663,144773,713
O,1562617664,144624,536
O,1562617665,144196,481
O,1562617665,144442,637
O,1562617666,144736,388
O,1562617666,145205,285
O,1562617667,144870,499
O,1562617667,144688,663
O,1562617668,144416,334
O,1562617669,144632,633
O,1562617669,144729,1240
O,1562617670,143959,1037
O,1562617670,144394,652
O,1562617670,144737,561
O,1562617670,144622,211
O,1562617671,144832,214
O,1562617672,144838,232
O,1562617672,144785,353
O,1562617673,143957,759
