H,1553556513,147519
R,1553556513,700D9B77F
X,1553556514,434358,245
X,1553556515,434370,492
X,1553556516,434384,588
X,1553556516,434334,767
X,1553556517,434352,991
X,1553556517,434349,688
X,1553556518,434369,1315
X,1553556518,434284,1008
X,1553556519,434274,239
X,1553556520,434272,861
X,1553556520,434307,609
X,1553556521,434309,523
X,1553556521,434337,838
X,1553556522,434416,980
X,1553556522,434345,527
X,1553556523,434326,563
X,1553556524,434341,1106
X,1553556524,434337,839
X,1553556525,434342,243
P,1553556525,4905
X,1553556525,434370,941
X,1553556526,434325,1149
X,1553556526,434330,1276
X,1553556527,434239,498
X,1553556528,434236,506
X,1553556528,434253,397
A,1553556528,434325,180
T,1553556528,2781
R,1553556528,700D9B77F
X,1553556530,434190,1347
X,1553556531,434179,1112
X,1553556531,434137,699
X,1553556532,434040,326
X,1553556532,433913,391
X,1553556533,433966,712
X,1553556533,433986,898
X,1553556534,434184,1150
X,1553556535,434546,1420
X,1553556535,434168,1191
X,1553556536,433764,938
X,1553556536,433315,648
X,1553556537,433904,776
X,1553556537,434118,660
X,1553556538,434088,538
X,1553556539,434005,1413
X,1553556539,433726,1572
X,1553556540,433681,913
X,1553556540,433904,927
X,1553556541,434055,580
X,1553556541,434035,1016
X,1553556542,433847,535
X,1553556543,434224,795
X,1553556543,434138,611
X,1553556544,434241,1006
X,1553556544,434158,716
X,1553556545,434230,913
X,1553556545,434146,729
X,1553556546,434160,601
A,1553556546,433988,915
T,1553556546,2781
R,1553556546,700D9B77F
X,1553556548,434107,1336
X,1553556549,434222,929
X,1553556549,434252,1003
X,1553556550,434257,587
X,1553556550,434299,489
X,1553556551,434296,369
X,1553556551,434383,922
X,1553556551,434372,1156
X,1553556551,434247,1006
X,1553556552,434328,209
X,1553556553,434325,758
X,1553556553,434306,862
X,1553556554,434372,859
P,1553556554,4942
X,1553556554,434394,1295
X,1553556555,434379,971
X,1553556555,434380,486
X,1553556556,434392,229
X,1553556557,434400,428
X,1553556557,434482,665
X,1553556558,434474,940
X,1553556558,434631,1433
X,1553556559,434709,1612
X,1553556559,434616,1503
X,1553556560,434417,1146
X,1553556561,433999,529
X,1553556561,433681,2218
X,1553556562,433766,1147
X,1553556562,433845,800
X,1553556563,433800,641
X,1553556563,433725,917
X,1553556564,433588,882
A,1553556564,434212,894
T,1553556564,2781
R,1553556564,700D9B77F
X,1553556566,434045,1067
X,1553556567,433880,1073
X,1553556567,433854,519
X,1553556568,433838,496
X,1553556568,433766,946
X,1553556569,433744,1547
X,1553556569,433876,1737
X,1553556570,433869,1343
X,1553556571,433708,554
X,1553556571,433682,1276
X,1553556572,433203,1709
X,1553556572,433170,8880
X,1553556573,433072,1208
X,1553556573,432963,1030
X,1553556574,432601,913
X,1553556574,432658,797
X,1553556575,432942,533
X,1553556576,433073,921
X,1553556576,433167,725
X,1553556577,433253,803
X,1553556577,433111,460
X,1553556578,432648,4735
X,1553556578,433637,800
X,1553556579,433760,713
X,1553556580,433845,361
X,1553556580,433939,1022
X,1553556581,433936,753
X,1553556581,433959,2519
X,1553556582,434029,1281
X,1553556582,433382,1070
X,1553556583,432929,482
X,1553556584,432281,1761
X,1553556584,431851,2005
P,1553556584,4939
X,1553556585,432993,1783
X,1553556585,433749,1626
X,1553556586,434786,1753
X,1553556586,432852,4629
X,1553556587,431132,4712
X,1553556588,433450,1343
X,1553556588,432748,2263
X,1553556589,432076,1924
X,1553556589,432485,954
X,1553556590,432569,995
X,1553556590,432983,1031
X,1553556591,433785,3988
X,1553556592,433070,3831
X,1553556592,433156,1629
X,1553556593,432994,1767
X,1553556593,432730,952
X,1553556594,432372,1700
X,1553556594,432306,1084
X,1553556595,433154,639
A,1553556595,433250,1451
T,1553556595,2781
R,1553556595,700D9B77F
X,1553556597,433937,778
X,1553556597,433054,1012
X,1553556598,430595,2869
X,1553556599,428897,3622
X,1553556599,429706,2740
X,1553556600,429885,2342
X,1553556600,429601,2066
X,1553556601,430252,3200
X,1553556601,430936,1329
X,1553556602,431000,2423
X,1553556603,431135,1915
X,1553556603,432049,761
X,1553556604,432607,1296
X,1553556604,433422,558
X,1553556605,433782,1119
X,1553556605,433982,982
X,1553556606,433696,783
X,1553556607,433525,322
X,1553556607,432568,1170
