H,1553484899,147519
T,1553484899,2795
R,1553484900,700D9B77F
X,1553484901,432721,769
X,1553484902,432769,581
X,1553484902,432777,525
X,1553484903,432756,713
X,1553484903,432620,1049
X,1553484904,432636,931
X,1553484905,432696,401
X,1553484905,432738,608
X,1553484906,432588,4145
X,1553484906,432868,853
X,1553484907,432725,819
X,1553484907,432734,439
X,1553484908,432773,691
X,1553484909,432810,492
X,1553484909,432718,841
X,1553484910,432658,590
X,1553484910,432598,740
X,1553484911,432715,612
X,1553484911,432727,518
P,1553484911,4919
X,1553484912,432736,758
X,1553484913,432646,667
X,1553484913,432629,1136
X,1553484914,432710,845
A,1553484914,432725,270
T,1553484914,2795
R,1553484914,700D9B77F
X,1553484916,432658,842
X,1553484916,432636,938
X,1553484917,432664,854
X,1553484917,432737,703
X,1553484918,432708,612
X,1553484918,432622,2301
X,1553484919,432420,812
X,1553484919,432630,841
X,1553484919,432553,1675
X,1553484920,432568,524
X,1553484920,432691,576
X,1553484921,432577,1063
X,1553484921,432446,432
X,1553484922,432422,602
X,1553484923,432545,543
X,1553484923,432564,608
X,1553484924,432680,540
X,1553484924,432598,834
X,1553484925,432622,726
X,1553484925,432612,625
X,1553484926,432700,372
X,1553484927,432723,561
X,1553484927,432607,733
A,1553484927,432611,317
T,1553484927,2795
R,1553484927,700D9B77F
X,1553484929,432551,256
X,1553484930,432586,623
X,1553484930,432590,745
X,1553484931,432538,745
X,1553484931,432586,824
X,1553484932,432686,411
X,1553484933,432680,492
X,1553484933,432685,1032
X,1553484934,432693,647
X,1553484934,432560,736
X,1553484935,432652,412
X,1553484935,432619,540
X,1553484936,432652,524
X,1553484936,432625,833
X,1553484937,432547,509
X,1553484938,432594,853
X,1553484938,432650,572
X,1553484939,432921,1061
X,1553484939,432908,454
X,1553484940,432878,738
X,1553484940,432783,831
P,1553484941,4950
X,1553484941,432853,748
A,1553484941,432661,370
T,1553484941,2795
R,1553484941,700D9B77F
X,1553484943,432819,823
X,1553484944,432761,1059
X,1553484944,432893,700
X,1553484945,432945,694
X,1553484945,432892,606
X,1553484946,432930,475
X,1553484946,432860,490
X,1553484947,432739,1251
X,1553484948,432795,450
X,1553484948,432820,833
X,1553484949,432839,569
X,1553484949,433398,5050
X,1553484950,431897,5576
X,1553484950,432721,1038
X,1553484951,432779,760
X,1553484952,432702,869
X,1553484952,432766,504
X,1553484953,432818,643
X,1553484953,432708,1337
X,1553484954,432828,1822
X,1553484954,432788,2682
X,1553484955,432844,1287
X,1553484956,432813,598
X,1553484956,432855,933
X,1553484957,432743,1025
X,1553484957,432713,933
X,1553484958,432783,559
X,1553484958,432808,574
X,1553484959,432827,571
X,1553484959,432864,774
A,1553484959,432826,243
T,1553484960,2795
R,1553484960,700D9B77F
X,1553484960,432782,583
X,1553484961,432835,582
X,1553484962,432850,928
X,1553484962,432723,570
X,1553484963,432734,833
X,1553484963,432784,725
X,1553484964,432794,633
X,1553484964,432774,502
X,1553484965,432648,690
X,1553484966,432552,1002
X,1553484966,432603,716
X,1553484967,432624,800
X,1553484967,432638,523
X,1553484968,432624,495
X,1553484968,432578,582
X,1553484969,432712,891
X,1553484970,432870,528
P,1553484970,4946
X,1553484970,432824,622
X,1553484971,432737,592
X,1553484971,432666,805
X,1553484972,432736,645
A,1553484972,432726,292
T,1553484972,2795
R,1553484972,700D9B77F
X,1553484974,432821,925
X,1553484974,432797,758
X,1553484975,432590,639
X,1553484976,432612,820
X,1553484976,432569,592
X,1553484977,432667,638
X,1553484977,432614,1067
X,1553484978,432522,501
X,1553484978,432593,762
X,1553484979,432710,592
X,1553484979,432721,537
X,1553484980,432672,589
X,1553484981,432691,999
X,1553484981,432581,682
X,1553484982,432657,655
X,1553484982,432767,580
X,1553484983,432768,710
X,1553484983,432701,630
X,1553484984,432685,977
X,1553484985,432642,945
X,1553484985,432744,695
A,1553484985,432675,299
T,1553484985,2795
R,1553484985,700D9B77F
X,1553484987,432716,835
X,1553484988,432509,835
X,1553484988,432610,928
X,1553484989,432604,800
X,1553484989,432487,848
X,1553484990,432568,1021
X,1553484991,432351,748
X,1553484991,432445,581
X,1553484992,432540,847
X,1553484992,432701,524
