H,1553487581,147519
T,1553487581,2797
R,1553487581,700D9B77F
X,1553487583,431887,966
X,1553487584,432035,732
X,1553487584,432064,810
X,1553487585,432207,664
X,1553487585,431746,851
X,1553487585,432118,872
X,1553487585,432070,6138
P,1553487586,4931
X,1553487586,432461,2171
X,1553487587,432530,636
X,1553487587,432464,390
X,1553487588,432387,661
X,1553487588,432497,1003
X,1553487589,432290,698
X,1553487589,432273,886
X,1553487590,432118,802
X,1553487591,432007,608
X,1553487591,431851,555
X,1553487592,431984,1433
X,1553487592,432145,1027
X,1553487593,432330,735
X,1553487593,432079,2861
X,1553487594,432096,748
X,1553487595,432292,518
X,1553487595,432492,374
X,1553487596,432651,785
X,1553487596,432573,670
A,1553487596,432220,905
T,1553487596,2797
R,1553487597,700D9B77F
X,1553487598,432627,843
X,1553487599,432561,765
X,1553487599,432536,760
X,1553487600,432583,422
X,1553487601,432667,741
X,1553487601,432803,724
X,1553487602,432648,1131
X,1553487602,432672,1006
X,1553487603,432538,846
X,1553487603,432231,536
X,1553487604,432278,896
X,1553487604,432206,930
X,1553487605,432222,2120
X,1553487606,432367,5336
X,1553487606,432755,899
X,1553487607,432971,716
X,1553487607,432876,749
X,1553487608,433023,796
X,1553487608,432532,825
X,1553487609,432649,1118
X,1553487610,432552,791
X,1553487610,432709,794
X,1553487611,432390,906
X,1553487611,432534,944
X,1553487612,432454,800
A,1553487612,432591,817
T,1553487612,2797
R,1553487612,700D9B77F
X,1553487614,431654,1546
X,1553487614,431307,2650
X,1553487615,431586,1517
X,1553487616,432219,560
P,1553487616,4945
X,1553487616,432153,707
X,1553487617,432322,900
X,1553487617,432218,1087
X,1553487618,432397,1319
X,1553487618,432606,1166
X,1553487619,431765,641
X,1553487620,431607,710
X,1553487620,431709,984
X,1553487621,431566,1153
X,1553487621,431939,923
X,1553487622,432261,516
X,1553487622,432559,530
X,1553487623,433026,4240
X,1553487624,431409,12401
X,1553487624,432726,1077
X,1553487625,432544,676
X,1553487625,432744,780
X,1553487626,432888,793
X,1553487626,432711,483
X,1553487626,432693,686
X,1553487626,432592,1129
X,1553487627,432640,448
X,1553487628,432754,621
X,1553487628,432823,535
X,1553487629,432743,664
X,1553487629,432799,965
X,1553487630,432785,945
A,1553487630,432432,1281
T,1553487630,2797
R,1553487630,700D9B77F
X,1553487632,432824,493
X,1553487632,432667,1906
X,1553487633,432481,2381
X,1553487634,432279,834
X,1553487634,432232,753
X,1553487635,432137,769
X,1553487635,432256,703
X,1553487636,431178,1371
X,1553487636,431882,1174
X,1553487637,431937,583
X,1553487638,432032,639
X,1553487638,432166,711
X,1553487639,432145,843
X,1553487639,432452,787
X,1553487640,432324,986
X,1553487640,432212,684
X,1553487641,432460,871
X,1553487642,432742,422
X,1553487642,432834,608
X,1553487643,432898,1152
X,1553487643,432876,525
X,1553487644,432854,911
X,1553487644,432977,812
P,1553487645,4944
X,1553487645,433095,533
X,1553487646,433052,1044
X,1553487646,432813,1119
X,1553487647,432920,743
A,1553487647,432487,1158
T,1553487647,2797
R,1553487647,700D9B77F
X,1553487649,433367,753
X,1553487649,432762,983
X,1553487650,433021,1035
X,1553487650,433148,359
X,1553487651,432972,1863
X,1553487651,432918,837
X,1553487652,432746,1011
X,1553487653,432734,1024
X,1553487653,432809,990
X,1553487654,432331,739
X,1553487654,431775,840
X,1553487655,431748,1424
X,1553487655,432111,890
X,1553487656,432544,903
X,1553487657,432658,879
X,1553487657,432931,1598
X,1553487658,432697,1958
X,1553487658,432903,810
X,1553487659,432866,1096
X,1553487659,432745,9697
X,1553487660,433244,2643
X,1553487661,433035,1735
X,1553487661,432946,734
X,1553487662,433110,1052
X,1553487662,433022,446
X,1553487663,432914,331
X,1553487663,433008,426
X,1553487664,433062,657
X,1553487664,432576,929
X,1553487665,432688,548
X,1553487666,432889,926
X,1553487666,432879,857
A,1553487666,432765,1592
T,1553487666,2797
R,1553487666,700D9B77F
X,1553487667,433070,1011
X,1553487668,432969,725
X,1553487668,433012,754
X,1553487669,432927,566
X,1553487669,433003,532
X,1553487670,432741,622
X,1553487671,432683,723
X,1553487671,432623,851
X,1553487672,432510,641
X,1553487672,432393,661
X,1553487673,432533,1141
X,1553487673,432759,921
