,5243
P,1557097014,5242
P,1557097043,5242
P,1557097073,5240
P,1557097102,5239
P,1557097131,5242
P,1557097161,5243
P,1557097191,5241
P,1557097220,5243
P,1557097249,5243
P,1557097279,5240
P,1557097308,5242
P,1557097337,5239
P,1557097366,5243
P,1557097396,5239
P,1557097425,5244
P,1557097454,5244
P,1557097485,5243
P,1557097514,5242
P,1557097543,5245
P,1557097572,5243
P,1557097602,5243
P,1557097631,5240
P,1557097660,5243
P,1557097690,5242
P,1557097719,5243
P,1557097748,5243
P,1557097778,5242
P,1557097808,5244
P,1557097837,5243
P,1557097866,5242
P,1557097896,5242
P,1557097925,5241
P,1557097954,5241
D,1557097957,244992
R,1557097957,5C00DDFC91
R,1557097957,5C00DDFC91
R,1557097957,5C00DDFC91
X,1557097958,358678,16788
X,1557097959,358925,20838
X,1557097960,360609,2536
X,1557097960,360481,17207
X,1557097961,361562,11147
X,1557097961,358474,14718
X,1557097962,361357,5665
X,1557097962,360005,47133
X,1557097963,358947,7549
X,1557097963,358942,24016
X,1557097964,360187,5826
X,1557097965,359652,2217
X,1557097965,359275,1272
X,1557097966,359492,976
X,1557097966,359820,1206
X,1557097967,360002,1223
X,1557097967,360220,800
X,1557097968,360114,1895
X,1557097969,360322,952
X,1557097969,360298,1083
X,1557097970,360386,947
X,1557097970,360472,1095
X,1557097971,360573,893
X,1557097971,360689,2235
X,1557097972,361067,524
X,1557097973,360971,1082
X,1557097973,360962,5611
X,1557097974,360772,968
X,1557097974,360733,770
X,1557097975,360828,1110
X,1557097975,360992,664
X,1557097976,360990,734
X,1557097977,361117,951
X,1557097977,361427,1191
X,1557097978,361402,1058
X,1557097978,361374,1115
X,1557097979,361485,795
X,1557097979,361354,709
X,1557097980,361497,851
X,1557097981,361290,796
X,1557097981,360989,734
X,1557097981,360993,498
X,1557097981,361142,668
X,1557097982,361237,16706
X,1557097982,361327,2565
X,1557097983,361068,801
P,1557097983,5234
X,1557097984,361217,1344
X,1557097984,361447,1194
X,1557097985,361257,955
A,1557097985,360886,2005
T,1557097985,2763
R,1557097985,5C00DDFC91
R,1557097985,5C00DDFC91
R,1557097985,5C00DDFC91
X,1557097987,361586,1097
X,1557097987,361471,858
X,1557097988,361481,896
X,1557097988,361397,533
X,1557097989,361550,1401
X,1557097989,361578,1064
X,1557097990,361972,3960
X,1557097991,361906,11556
X,1557097991,361496,2167
X,1557097992,361932,1453
X,1557097992,361367,7603
X,1557097993,361871,3115
X,1557097993,361629,1300
X,1557097994,360884,9831
X,1557097995,362847,13667
X,1557097995,362157,1177
X,1557097996,362004,573
X,1557097996,362114,1056
X,1557097997,363219,5300
X,1557097997,361242,40309
X,1557097998,365570,36513
X,1557097999,364106,10900
X,1557097999,365344,17700
X,1557098000,364795,2193
X,1557098000,364602,1650
X,1557098001,364685,1902
X,1557098001,364807,1058
X,1557098002,364875,1469
X,1557098003,364747,2227
X,1557098003,364770,1341
X,1557098004,364916,564
X,1557098004,364851,802
X,1557098005,364955,1613
X,1557098005,364947,1073
X,1557098006,364880,1206
X,1557098007,365048,1646
X,1557098007,365011,934
X,1557098008,365017,838
X,1557098008,364934,986
X,1557098009,364682,2425
X,1557098009,364995,1115
