H,1551548338,147519
P,1551548338,5149
P,1551548368,5149
P,1551548398,5149
P,1551548427,5149
P,1551548456,5149
P,1551548486,5149
D,1551548501,241664
D,1551548503,258048
R,1551548503,5C00DDFC91
R,1551548503,5C00DDFC91
R,1551548503,5C00DDFC91
X,1551548505,371128,8022
X,1551548506,371986,5023
X,1551548506,371778,3747
X,1551548507,371472,2655
X,1551548507,372097,7447
X,1551548508,369970,35377
X,1551548508,371233,41305
X,1551548509,371155,33583
X,1551548510,372457,14969
X,1551548510,372919,3019
X,1551548511,372669,3291
X,1551548511,371971,3549
X,1551548512,372305,4750
X,1551548512,371958,4272
X,1551548513,371568,9442
X,1551548514,372509,5751
X,1551548514,372056,7876
X,1551548515,372249,3196
P,1551548515,5139
X,1551548515,372042,4446
X,1551548516,372843,2569
X,1551548516,372579,5714
X,1551548517,372983,2223
X,1551548517,373014,1528
X,1551548518,373031,946
X,1551548519,372982,1042
X,1551548519,373142,1047
X,1551548520,373217,1229
X,1551548520,373289,2182
X,1551548521,373519,3596
X,1551548521,373235,1970
X,1551548522,373178,2488
X,1551548523,373191,1484
X,1551548523,373151,1070
X,1551548524,373272,647
X,1551548524,373254,1216
X,1551548525,373325,1326
X,1551548525,373134,979
X,1551548526,373302,1274
X,1551548527,373456,819
X,1551548527,373337,1557
X,1551548528,373369,1083
X,1551548528,373175,15964
X,1551548529,373264,2124
X,1551548529,373241,1386
X,1551548530,373218,1314
X,1551548531,373369,854
X,1551548531,373330,751
X,1551548532,373462,725
X,1551548532,373412,1235
X,1551548533,373387,1667
X,1551548533,373472,710
X,1551548533,373526,1140
X,1551548534,373391,539
X,1551548534,373381,608
X,1551548535,373447,631
X,1551548535,373429,796
X,1551548536,373544,710
X,1551548536,373598,503
X,1551548537,373628,756
X,1551548538,373780,979
X,1551548538,373713,846
X,1551548539,373721,1528
X,1551548539,373515,1885
X,1551548540,373519,2178
X,1551548540,373487,752
X,1551548541,374654,6694
X,1551548541,372160,12562
X,1551548542,373554,1835
X,1551548543,373436,8836
X,1551548543,373943,5300
X,1551548544,373455,1970
P,1551548544,5139
X,1551548544,373376,3285
X,1551548545,373426,2228
X,1551548545,373194,2016
X,1551548546,373475,1043
X,1551548547,373804,1434
X,1551548547,373760,1173
X,1551548548,373933,1033
X,1551548548,373939,1312
X,1551548549,373912,620
X,1551548549,374209,2071
X,1551548550,374092,1027
X,1551548551,374194,1053
X,1551548551,374085,792
A,1551548551,373496,1054
T,1551548551,2816
R,1551548551,5C00DDFC91
R,1551548552,5C00DDFC91
R,1551548552,5C00DDFC91
X,1551548553,373689,2167
X,1551548554,374057,6196
X,1551548554,374315,1599
X,1551548555,373685,2828
X,1551548555,373919,1708
X,1551548556,373581,1294
X,1551548557,373098,2100
X,1551548557,370832,2841
X,1551548558,371849,2849
X,1551548558,373140,1383
X,1551548559,373772,1836
X,1551548559,373292,1079
X,1551548560,373410,724
X,1551548561,373504,1049
X,1551548561,373362,495
X,1551548562,373648,1005
X,1551548562,373164,658
X,1551548563,372804,4822
X,1551548563,373246,1529
X,1551548564,373237,6632
X,1551548565,371650,26788
X,1551548565,371289,23734
X,1551548566,371193,23793
X,1551548566,372057,12248
X,1551548567,371599,13389
X,1551548567,370117,12070
X,1551548568,368960,12167
X,1551548568,369184,14397
X,1551548569,370096,11906
X,1551548570,372542,15362
X,1551548570,372346,7202
X,1551548571,372397,3784
X,1551548571,373209,2980
X,1551548572,372636,2991
X,1551548572,372577,4488
X,1551548573,373021,2163
X,1551548574,373186,2515
P,1551548574,5142
X,1551548574,373486,2968
X,1551548574,373513,719
X,1551548574,373635,679
X,1551548575,373621,793
X,1551548575,373677,944
X,1551548576,373714,544
X,1551548577,373791,717
X,1551548577,373964,454
X,1551548578,374081,488
X,1551548578,374072,517
X,1551548579,373939,527
X,1551548579,373985,438
X,1551548580,373730,741
X,1551548581,373353,871
X,1551548581,373269,1154
X,1551548582,373577,546
X,1551548582,373568,1187
X,1551548583,373451,1160
X,1551548583,373460,809
X,1551548584,373361,1050
X,1551548585,373500,1105
X,1551548585,373101,9064
X,1551548586,372998,1047
X,1551548586,372650,1469
X,1551548587,372997,1525
X,1551548587,373127,947
X,1551548588,373116,4835
X,1551548589,373913,2550
X,1551548589,373682,1729
X,1551548590,373823,939
A,1551548590,373649,954
T,1551548590,2816
X,1551548592,373853,473
X,1551548592,373903,474
X,1551548593,373783,471
