H,1552626206,147519
R,1552626206,700D9B77F
X,1552626207,660007,1943
X,1552626208,659764,541
X,1552626208,659779,816
X,1552626209,659679,832
X,1552626210,659525,429
X,1552626210,659783,883
X,1552626211,660041,872
X,1552626211,660407,667
X,1552626212,660430,729
X,1552626212,660343,524
X,1552626213,659885,1636
X,1552626214,659510,303
X,1552626214,659978,1107
X,1552626215,660009,1094
X,1552626215,659536,1207
X,1552626216,659377,1716
X,1552626216,658986,1051
X,1552626217,658053,739
X,1552626218,657000,1729
X,1552626218,657928,1629
X,1552626219,658413,1241
X,1552626219,659717,1392
X,1552626220,659869,1599
X,1552626220,659577,1061
X,1552626221,659132,497
X,1552626221,658682,1963
X,1552626222,658755,1182
X,1552626223,658601,1387
X,1552626223,658696,1158
X,1552626224,658433,1628
X,1552626224,657722,1540
X,1552626225,657884,1219
X,1552626225,658419,1781
X,1552626226,657763,758
X,1552626227,658163,1591
X,1552626227,658574,1023
X,1552626228,658958,713
X,1552626228,658799,1004
X,1552626229,658642,785
X,1552626229,658195,585
X,1552626230,658392,1216
X,1552626231,658071,719
X,1552626231,658661,951
P,1552626232,5050
X,1552626232,658394,1048
X,1552626232,658607,1510
X,1552626233,659076,787
X,1552626233,658613,970
A,1552626233,659221,2667
T,1552626234,2798
R,1552626234,700D9B77F
X,1552626235,659709,1256
X,1552626236,658978,1482
X,1552626237,658894,1012
X,1552626237,659342,1038
X,1552626238,659251,1483
X,1552626238,659076,720
X,1552626239,659293,887
X,1552626239,659243,1136
X,1552626240,659753,1282
X,1552626241,660826,1561
X,1552626241,661179,1655
X,1552626242,661413,2386
X,1552626242,661114,1803
X,1552626243,660419,3635
X,1552626243,660970,3966
X,1552626244,661362,1596
X,1552626244,661273,2913
X,1552626245,661045,2718
X,1552626245,660796,727
X,1552626245,660442,2052
X,1552626246,660612,472
X,1552626246,660580,760
X,1552626247,660893,2023
X,1552626247,660999,909
X,1552626248,660917,1448
X,1552626249,660489,922
X,1552626249,658891,4492
X,1552626250,658921,2832
X,1552626250,658173,617
X,1552626251,658876,1741
X,1552626251,659786,900
X,1552626252,659616,1042
X,1552626253,659462,1737
X,1552626253,658667,656
X,1552626254,658597,1343
X,1552626254,658497,722
X,1552626255,657868,694
X,1552626255,658308,1112
X,1552626256,658803,355
X,1552626257,658514,1396
X,1552626257,657984,1093
X,1552626258,657715,577
X,1552626258,657443,785
X,1552626259,656171,793
X,1552626259,657682,3482
X,1552626260,657365,2035
X,1552626261,655467,1702
P,1552626261,5051
X,1552626261,652967,2997
X,1552626262,653882,1510
X,1552626262,653472,731
X,1552626263,654612,1236
X,1552626263,655859,2357
X,1552626264,657206,747
X,1552626265,658137,854
X,1552626265,658309,1236
X,1552626266,657701,487
A,1552626266,658574,7527
T,1552626266,2798
R,1552626266,700D9B77F
X,1552626268,658235,650
X,1552626268,657832,644
X,1552626269,658088,304
X,1552626269,658290,707
X,1552626270,658401,1640
X,1552626270,657934,855
X,1552626271,658332,1120
X,1552626272,657869,451
X,1552626272,658183,1491
X,1552626273,658184,1854
X,1552626273,657003,821
X,1552626274,657571,1599
X,1552626274,657444,832
X,1552626275,657662,1310
X,1552626276,658250,1498
X,1552626276,657883,652
X,1552626277,658133,868
X,1552626277,659062,1660
X,1552626278,659513,895
X,1552626278,659949,949
X,1552626279,659997,593
X,1552626280,659487,1313
X,1552626280,660276,1079
X,1552626281,659777,652
X,1552626281,659530,769
X,1552626282,660368,1343
X,1552626282,660463,728
X,1552626283,660457,803
X,1552626284,660126,987
X,1552626284,659880,577
X,1552626285,660719,1478
X,1552626285,660713,1256
X,1552626286,658351,20827
X,1552626286,658518,2361
X,1552626286,659674,1265
X,1552626287,659254,1160
X,1552626287,658591,1794
X,1552626288,657975,1292
X,1552626288,658167,1131
X,1552626289,657644,991
A,1552626289,658802,3460
T,1552626289,2798
R,1552626289,700D9B77F
P,1552626290,5053
X,1552626291,661146,823
X,1552626291,660882,1292
X,1552626292,661161,626
X,1552626292,660826,478
X,1552626293,660526,664
X,1552626294,660695,797
X,1552626294,660237,1371
X,1552626295,660343,1207
X,1552626295,660312,1916
X,1552626296,661815,1683
X,1552626296,662063,1122
X,1552626297,660816,1059
X,1552626298,659657,2765
X,1552626298,660057,1465
X,1552626299,658910,2651
X,1552626299,656788,2254
