5C00DDFC91
R,1560907520,5C00DDFC91
R,1560907520,5C00DDFC91
X,1560907521,368604,30654
P,1560907522,5139
X,1560907522,369592,5978
X,1560907522,369365,2160
X,1560907523,369264,1415
X,1560907524,369159,2030
X,1560907524,369758,7794
X,1560907525,367832,30631
X,1560907525,367965,14922
X,1560907526,371679,15796
X,1560907526,369817,53308
X,1560907527,369476,1366
X,1560907528,369386,2746
X,1560907528,368850,10909
X,1560907529,369666,44898
X,1560907529,369175,10482
X,1560907530,372255,25735
X,1560907530,369922,18125
X,1560907531,370443,12938
X,1560907532,370229,13787
X,1560907532,369995,11348
X,1560907533,369566,14702
X,1560907533,368942,6712
X,1560907534,369544,2857
X,1560907534,369838,11275
X,1560907535,370502,16401
X,1560907536,371172,36259
X,1560907536,371844,42454
X,1560907537,369129,44527
X,1560907537,368681,32348
X,1560907538,368527,32732
X,1560907538,371095,29410
X,1560907539,371417,31058
X,1560907539,371735,29871
X,1560907540,371051,19788
X,1560907541,369495,28201
X,1560907541,371757,24103
X,1560907542,371272,29945
X,1560907542,369193,28580
X,1560907543,370167,26121
X,1560907543,371783,30710
X,1560907544,371610,37659
X,1560907545,368925,41048
X,1560907545,369771,36470
X,1560907546,370121,31161
X,1560907546,370430,8499
X,1560907547,370558,3566
X,1560907547,369002,21448
X,1560907548,369281,12795
X,1560907549,369581,3184
X,1560907549,369486,1323
X,1560907550,369577,1439
X,1560907550,369437,15879
X,1560907551,369580,2286
X,1560907551,369464,2369
P,1560907552,5142
X,1560907552,369525,10015
X,1560907553,369550,2247
X,1560907553,369590,1164
X,1560907554,369597,2758
X,1560907554,369685,2943
X,1560907555,368798,14276
X,1560907555,369411,11846
X,1560907556,368671,8052
X,1560907557,369224,27721
X,1560907557,369799,4364
