H,1552268705,147519
U,1552268705,46975
X,1552268706,410758,2858
X,1552268707,410933,3214
X,1552268707,411518,492
X,1552268708,411641,1083
X,1552268708,411876,938
X,1552268709,411976,2555
X,1552268709,411274,2601
X,1552268710,411617,684
X,1552268711,411279,936
X,1552268711,411395,571
X,1552268712,411407,1046
X,1552268712,411507,903
X,1552268713,411543,640
X,1552268713,411469,790
X,1552268714,411552,520
X,1552268715,411619,718
X,1552268715,411572,1388
X,1552268716,411488,748
X,1552268716,411315,1009
X,1552268717,411144,720
X,1552268717,411049,896
X,1552268718,410942,5614
X,1552268719,411355,1376
X,1552268719,411680,1447
X,1552268720,410196,662
X,1552268720,410043,933
X,1552268721,410614,524
X,1552268721,410586,733
X,1552268722,410854,716
X,1552268723,411168,797
X,1552268723,411292,591
A,1552268723,411190,1833
T,1552268723,2793
U,1552268724,46975
X,1552268725,411832,4094
X,1552268726,410920,1798
X,1552268726,411135,3805
P,1552268726,5064
X,1552268727,411121,1261
X,1552268727,410944,20518
X,1552268728,410886,14641
X,1552268728,410941,4746
X,1552268729,409608,7748
X,1552268730,410817,5087
X,1552268730,411126,10475
X,1552268731,411065,1282
X,1552268731,410523,10742
X,1552268732,410068,5299
X,1552268732,412510,7678
X,1552268733,411953,22451
X,1552268734,410686,15378
X,1552268734,410691,15122
X,1552268734,411133,14764
X,1552268734,412605,16957
X,1552268735,411261,10052
X,1552268735,410669,10685
X,1552268736,411890,2797
X,1552268737,411759,967
X,1552268737,411559,12414
X,1552268738,412494,4235
X,1552268738,410880,17830
X,1552268739,411426,13809
X,1552268739,411548,28299
X,1552268740,410830,16645
X,1552268741,411061,21869
X,1552268741,410251,2754
X,1552268742,409112,14551
X,1552268742,407081,12524
X,1552268743,408115,5417
X,1552268743,408139,2266
X,1552268744,408202,4383
X,1552268745,409046,546
X,1552268745,409011,1372
X,1552268746,409067,895
X,1552268746,409828,4821
X,1552268747,409015,12981
X,1552268747,408422,18135
X,1552268748,410815,28888
X,1552268749,409849,8788
X,1552268749,410304,9455
X,1552268750,410375,13449
X,1552268750,410808,12633
X,1552268751,410178,21003
X,1552268751,410019,4043
X,1552268752,409400,15914
X,1552268752,409940,19216
X,1552268753,409573,22004
X,1552268754,409652,16476
X,1552268754,409630,14630
X,1552268755,409425,10220
X,1552268755,410960,15967
P,1552268755,5062
X,1552268756,408997,13563
X,1552268756,412768,41789
X,1552268757,410849,14610
X,1552268758,411978,2237
X,1552268758,411372,4189
X,1552268759,411264,1717
X,1552268759,411357,654
X,1552268760,411391,776
X,1552268760,411334,1212
X,1552268761,411408,1536
X,1552268762,412523,19801
X,1552268762,408406,18023
X,1552268763,411969,19392
X,1552268763,410361,8261
X,1552268764,410063,6003
X,1552268764,409752,3064
X,1552268765,409849,1136
X,1552268766,409679,1024
X,1552268766,410175,12692
X,1552268767,413763,25613
X,1552268767,409973,13628
X,1552268768,411356,8498
X,1552268768,411125,27366
X,1552268769,411173,29472
X,1552268770,412412,14748
X,1552268770,408376,22427
X,1552268771,409978,18160
X,1552268771,408166,7749
X,1552268772,409055,24480
X,1552268772,410379,9533
X,1552268773,412319,52811
X,1552268774,407780,64874
X,1552268774,410179,10772
X,1552268775,409699,7422
X,1552268775,411112,1309
X,1552268775,411275,13667
X,1552268775,410340,13578
X,1552268776,410833,12262
X,1552268776,409469,21739
X,1552268777,411212,17690
X,1552268778,410456,15151
X,1552268778,410986,9244
X,1552268779,409768,6239
X,1552268779,409503,3983
X,1552268780,410195,10622
X,1552268780,410946,15218
X,1552268781,410715,17312
X,1552268782,410668,2336
X,1552268782,412220,38262
X,1552268783,408757,8114
X,1552268783,410737,32801
X,1552268784,411262,2883
X,1552268784,410903,1013
P,1552268785,5062
X,1552268785,410811,609
X,1552268786,411118,1903
X,1552268786,406213,22542
X,1552268787,408015,29130
X,1552268787,409804,60033
X,1552268788,410040,36689
X,1552268788,410663,20803
X,1552268789,410729,9491
X,1552268790,411076,4248
X,1552268790,411998,1052
X,1552268791,415770,26979
X,1552268791,410543,40131
X,1552268792,407103,6559
X,1552268792,408065,4713
X,1552268793,408004,4637
X,1552268794,407573,3379
X,1552268794,401873,34192
X,1552268795,378221,57069
X,1552268795,153943,8333
X,1552268796,151766,2384
X,1552268796,150880,580
X,1552268797,150664,372
X,1552268798,150955,116
X,1552268798,150777,120
X,1552268799,150676,139
