,,143643,127
O,1559683407,143636,170
O,1559683407,143616,98
O,1559683408,143635,91
O,1559683408,143649,108
O,1559683409,143662,87
O,1559683410,143646,150
O,1559683410,143660,103
O,1559683411,143653,140
O,1559683411,143634,110
O,1559683412,143659,79
O,1559683412,143640,126
O,1559683413,143654,83
O,1559683414,143638,128
O,1559683414,143637,109
O,1559683415,143645,122
O,1559683415,143645,94
O,1559683416,143647,147
O,1559683416,143656,88
O,1559683417,143641,127
O,1559683418,143671,95
O,1559683418,143642,115
O,1559683419,143651,138
O,1559683419,143666,100
O,1559683420,143637,107
O,1559683420,143653,87
O,1559683421,143639,103
O,1559683422,143631,59
O,1559683422,143631,159
O,1559683423,143647,56
O,1559683423,143654,103
O,1559683424,143665,134
O,1559683424,143642,125
O,1559683425,143641,80
O,1559683426,143641,122
O,1559683426,143652,93
O,1559683427,143630,84
O,1559683427,143647,113
O,1559683428,143643,72
O,1559683428,143630,149
O,1559683429,143620,83
O,1559683429,143633,178
O,1559683429,143618,114
P,1559683429,5207
O,1559683430,143638,144
O,1559683430,143642,73
O,1559683431,143663,114
O,1559683431,143668,115
O,1559683432,143648,57
O,1559683432,143656,94
O,1559683433,143637,94
O,1559683434,143642,171
O,1559683434,143656,113
O,1559683435,143663,151
O,1559683435,143667,100
O,1559683436,143637,96
O,1559683436,143644,86
O,1559683437,143646,60
O,1559683438,143663,58
O,1559683438,143676,88
O,1559683439,143676,86
O,1559683439,143671,69
O,1559683440,143681,89
O,1559683440,143686,101
O,1559683441,143657,80
O,1559683442,143666,148
O,1559683442,143691,66
O,1559683443,143693,63
O,1559683443,143680,90
O,1559683444,143683,87
O,1559683444,143654,76
O,1559683445,143680,105
O,1559683446,143656,170
O,1559683446,143668,125
O,1559683447,143647,106
O,1559683447,143638,92
O,1559683448,143664,109
O,1559683448,143649,113
O,1559683449,143636,59
O,1559683450,143645,82
O,1559683450,143645,130
O,1559683451,143680,93
O,1559683451,143658,70
O,1559683452,143653,125
