H,1551989173,147519
T,1551989173,2803
R,1551989173,700D9B77F
X,1551989175,403776,532
X,1551989175,403750,476
X,1551989175,403798,865
X,1551989176,403680,722
X,1551989176,403715,571
X,1551989177,403641,757
X,1551989177,403697,494
X,1551989178,403694,677
X,1551989178,403680,449
X,1551989179,403740,839
X,1551989180,403695,700
X,1551989180,403794,412
X,1551989181,403744,491
X,1551989181,403715,503
X,1551989182,403688,536
X,1551989182,403798,540
X,1551989183,403714,763
X,1551989184,403668,1142
X,1551989184,403910,584
X,1551989185,403864,703
X,1551989185,403758,678
A,1551989185,403742,269
P,1551989185,5090
T,1551989185,2803
R,1551989186,700D9B77F
X,1551989187,403704,835
X,1551989188,403753,513
X,1551989188,403659,750
X,1551989189,403603,550
X,1551989190,403688,436
X,1551989190,403756,364
X,1551989191,403810,960
X,1551989191,403889,550
X,1551989192,403805,857
X,1551989192,403770,814
X,1551989193,403723,933
X,1551989194,403753,584
X,1551989194,403775,597
X,1551989195,403703,758
X,1551989195,403843,958
X,1551989196,403901,738
X,1551989196,403994,385
X,1551989197,404018,472
X,1551989198,403824,572
X,1551989198,403836,672
A,1551989198,403790,415
T,1551989198,2803
R,1551989198,700D9B77F
X,1551989200,403836,843
X,1551989201,403775,528
X,1551989201,403788,439
X,1551989202,403673,702
X,1551989202,403820,601
X,1551989203,403662,1037
X,1551989203,403769,410
X,1551989204,403659,814
X,1551989205,403253,916
X,1551989205,403130,1022
X,1551989206,403914,501
X,1551989206,403480,695
X,1551989207,403885,868
X,1551989207,404423,593
X,1551989208,404093,559
X,1551989209,403997,513
X,1551989209,403759,483
X,1551989210,403689,962
X,1551989210,403426,882
X,1551989211,403413,683
X,1551989211,403389,536
X,1551989212,403469,637
A,1551989212,403725,1170
T,1551989212,2803
R,1551989212,700D9B77F
X,1551989214,403570,1034
X,1551989215,403460,887
X,1551989215,403543,859
P,1551989215,5103
X,1551989216,403432,752
X,1551989216,403364,443
X,1551989216,403355,322
X,1551989216,403417,984
X,1551989217,403333,889
X,1551989218,403158,988
X,1551989218,403062,827
X,1551989219,402867,619
X,1551989219,402965,707
X,1551989220,402879,401
X,1551989220,402868,754
X,1551989221,402928,415
X,1551989221,402919,1024
X,1551989222,402997,1192
X,1551989223,403033,589
X,1551989223,402942,650
X,1551989224,402974,521
X,1551989224,403122,881
X,1551989225,403321,765
X,1551989225,403254,835
A,1551989225,403163,676
T,1551989226,2803
R,1551989226,700D9B77F
X,1551989227,403159,605
X,1551989228,403179,488
X,1551989229,403306,1388
X,1551989229,403410,1129
X,1551989230,403428,612
X,1551989230,403351,619
X,1551989231,403423,734
X,1551989231,403496,516
X,1551989232,403478,826
X,1551989232,403588,812
X,1551989233,403552,807
X,1551989234,403597,533
X,1551989234,403600,724
X,1551989235,403721,9147
X,1551989235,404036,934
X,1551989236,404084,435
X,1551989236,404022,522
X,1551989237,403995,748
X,1551989238,403966,491
X,1551989238,403935,826
X,1551989239,403923,647
X,1551989239,403951,332
X,1551989240,403994,406
A,1551989240,403687,925
T,1551989240,2803
R,1551989240,700D9B77F
X,1551989242,403541,675
X,1551989242,403607,583
X,1551989243,403646,535
X,1551989244,403685,840
X,1551989244,403833,986
P,1551989245,5104
X,1551989245,403805,1126
X,1551989245,403742,815
X,1551989246,403601,671
X,1551989246,403559,585
X,1551989247,403509,631
X,1551989247,403418,438
X,1551989248,403585,789
X,1551989249,403589,850
X,1551989249,403620,720
X,1551989250,403647,493
X,1551989250,403632,614
X,1551989251,403581,629
X,1551989251,403672,516
X,1551989252,403601,1012
X,1551989253,403677,963
X,1551989253,403617,226
X,1551989254,403605,310
A,1551989254,403618,415
T,1551989254,2803
R,1551989254,700D9B77F
X,1551989256,403623,710
X,1551989256,403656,588
X,1551989257,403632,670
X,1551989257,403631,681
X,1551989257,403649,622
X,1551989258,403656,477
X,1551989258,403786,937
X,1551989259,403671,710
X,1551989259,403706,786
X,1551989260,403578,834
X,1551989260,403496,399
X,1551989261,403629,545
X,1551989262,403693,556
X,1551989262,403810,1936
X,1551989263,403519,1722
X,1551989263,403722,775
X,1551989264,403765,730
X,1551989264,403696,435
X,1551989265,403659,540
