,383396,855
X,1557193506,383325,604
X,1557193506,383277,772
X,1557193507,383491,589
A,1557193507,383632,1624
T,1557193507,2766
R,1557193507,5C00DDFC91
X,1557193509,383200,1261
X,1557193509,382754,1243
X,1557193510,382736,675
X,1557193510,382602,850
X,1557193511,382696,1465
X,1557193512,382803,1531
X,1557193512,383130,601
X,1557193513,383008,676
X,1557193513,383121,808
X,1557193514,382459,1207
X,1557193514,382679,1094
X,1557193515,382762,801
X,1557193516,383072,669
X,1557193516,383096,789
X,1557193517,383486,943
X,1557193517,383613,630
X,1557193518,383739,2973
X,1557193518,384539,1384
X,1557193519,384329,1074
X,1557193520,383890,795
X,1557193520,383861,1361
X,1557193521,383524,505
X,1557193521,383457,389
X,1557193522,383349,471
X,1557193522,383558,929
X,1557193523,384337,551
X,1557193524,384034,1616
X,1557193524,382487,1957
X,1557193525,382481,1389
X,1557193525,383054,879
X,1557193526,383375,452
X,1557193526,383618,434
X,1557193527,382631,2160
P,1557193527,5179
X,1557193528,382419,9641
X,1557193528,382878,5278
X,1557193529,381347,8825
X,1557193529,382086,1071
X,1557193530,381684,2758
X,1557193530,382141,1235
X,1557193531,382350,626
A,1557193531,383256,1987
T,1557193531,2766
R,1557193531,5C00DDFC91
X,1557193532,382332,336
X,1557193532,382581,835
X,1557193533,382735,801
X,1557193534,382637,1322
X,1557193534,382678,593
X,1557193535,382723,524
X,1557193535,382595,668
X,1557193536,382634,529
X,1557193536,382695,1066
X,1557193537,382506,855
X,1557193538,382809,1237
X,1557193538,382091,614
X,1557193539,382316,877
X,1557193539,382027,1757
X,1557193540,381931,1154
X,1557193540,382258,10821
X,1557193541,381733,4496
X,1557193542,382274,1484
X,1557193542,382562,850
X,1557193543,382569,835
X,1557193543,382480,1291
X,1557193544,382751,1095
X,1557193544,382228,1070
X,1557193545,382355,840
X,1557193546,382880,1025
X,1557193546,382843,1293
X,1557193547,382830,858
X,1557193547,382200,2175
X,1557193548,382476,1678
X,1557193548,382197,7562
X,1557193549,382719,1568
X,1557193550,382885,2576
X,1557193550,382664,739
X,1557193551,382828,1775
X,1557193551,382405,890
X,1557193552,382742,935
X,1557193552,382903,773
X,1557193553,383185,1381
X,1557193554,382801,518
X,1557193554,382673,1091
X,1557193555,382964,1097
X,1557193555,383013,580
A,1557193555,382601,922
T,1557193555,2766
R,1557193556,5C00DDFC91
P,1557193556,5215
X,1557193557,383094,556
X,1557193558,383168,873
X,1557193558,382902,1379
X,1557193559,382454,1801
X,1557193559,383112,789
X,1557193560,383312,1327
X,1557193561,383421,625
X,1557193561,383068,784
X,1557193562,383128,938
X,1557193562,382513,1158
X,1557193563,382742,551
X,1557193563,382464,1151
X,1557193564,382549,711
X,1557193565,382627,586
X,1557193565,382584,1186
X,1557193566,382471,705
X,1557193566,382477,974
X,1557193567,382563,659
X,1557193567,382753,1041
X,1557193568,382781,843
X,1557193569,382472,1555
X,1557193569,382474,943
X,1557193570,382338,637
X,1557193570,382598,792
X,1557193571,382386,819
