H,1548567842,304590
P,1548567842,5143
P,1548567871,5143
P,1548567900,5143
P,1548567930,5145
P,1548567960,5144
P,1548567989,5143
P,1548568018,5143
P,1548568048,5143
P,1548568077,5142
P,1548568106,5145
P,1548568135,5142
P,1548568165,5144
P,1548568194,5142
P,1548568224,5144
P,1548568254,5145
P,1548568283,5144
P,1548568312,5143
P,1548568341,5143
P,1548568371,5141
P,1548568400,5145
P,1548568429,5142
P,1548568459,5144
P,1548568488,5143
P,1548568518,5141
P,1548568547,5142
P,1548568577,5143
P,1548568606,5141
P,1548568635,5144
P,1548568665,5143
P,1548568694,5144
P,1548568723,5144
P,1548568752,5144
P,1548568782,5139
P,1548568812,5141
P,1548568841,5142
P,1548568870,5142
P,1548568900,5142
P,1548568929,5144
P,1548568958,5144
P,1548568988,5143
P,1548569017,5144
P,1548569046,5141
P,1548569075,5142
P,1548569106,5141
P,1548569135,5145
P,1548569164,5144
P,1548569194,5143
P,1548569223,5144
P,1548569252,5144
P,1548569281,5143
P,1548569311,5144
P,1548569340,5143
P,1548569369,5145
P,1548569400,5143
P,1548569429,5141
P,1548569458,5141
P,1548569487,5144
P,1548569517,5143
P,1548569546,5142
P,1548569575,5145
P,1548569605,5142
P,1548569634,5143
P,1548569663,5144
P,1548569693,5142
P,1548569723,5143
O,1548569740,295088,9424
O,1548569741,295883,9169
O,1548569741,291162,7060
O,1548569742,299860,2322
O,1548569742,298215,3573
O,1548569743,297656,5085
O,1548569744,291130,8465
O,1548569744,291279,5398
O,1548569745,298159,2229
O,1548569745,300784,2409
O,1548569746,300313,7582
O,1548569746,300531,5779
O,1548569747,301124,1460
O,1548569748,302614,2113
O,1548569748,302378,2162
O,1548569749,303231,2138
O,1548569749,305329,4109
O,1548569750,304961,7880
O,1548569750,302536,3420
O,1548569751,302035,13952
O,1548569751,305521,16701
P,1548569752,5130
O,1548569752,299789,7557
O,1548569753,300908,2605
O,1548569753,297674,7507
O,1548569754,298067,5073
O,1548569754,298567,6490
O,1548569755,297280,6429
O,1548569755,297511,8039
O,1548569756,300834,4575
O,1548569757,298972,7327
O,1548569757,298419,1880
O,1548569758,296740,3870
O,1548569758,300504,2479
O,1548569759,300660,2023
O,1548569759,301148,2860
O,1548569760,301708,3795
O,1548569761,303255,3173
O,1548569761,304676,2909
O,1548569762,303811,691
O,1548569762,303585,615
O,1548569763,301897,2281
O,1548569763,300501,3103
O,1548569764,297185,9164
O,1548569765,300357,2118
O,1548569765,300452,3082
O,1548569766,292185,7750
O,1548569766,293092,4913
O,1548569767,293485,5651
O,1548569767,283825,16955
O,1548569768,289931,4927
O,1548569769,299082,5503
O,1548569769,297390,2431
O,1548569770,298234,7403
O,1548569770,295369,7514
O,1548569771,301139,3923
O,1548569771,300229,4277
O,1548569772,298076,4146
O,1548569772,300647,2055
O,1548569772,299245,2925
O,1548569773,296547,5821
O,1548569773,298485,8086
O,1548569774,300221,3673
O,1548569774,297358,2739
O,1548569775,298324,1834
O,1548569776,297744,4108
O,1548569776,301720,4382
O,1548569777,301079,2304
O,1548569777,297437,5400
O,1548569778,296450,7667
O,1548569778,296612,6527
O,1548569779,300933,4757
O,1548569779,299813,3100
O,1548569780,299679,3766
O,1548569781,301570,2449
P,1548569781,5130
O,1548569781,300207,4874
O,1548569782,298221,3322
O,1548569782,299216,4793
O,1548569783,298855,3140
O,1548569783,299127,10354
O,1548569784,302214,2282
O,1548569785,302498,1503
O,1548569785,302898,958
O,1548569786,301448,4407
O,1548569786,298177,3227
O,1548569787,299054,6305
O,1548569787,297501,3500
O,1548569788,296223,4424
O,1548569789,302612,2418
O,1548569789,302934,969
O,1548569790,302265,1369
O,1548569790,301579,3779
O,1548569791,302939,4572
O,1548569791,299481,3692
O,1548569792,298145,4604
O,1548569793,300347,2531
O,1548569793,303569,2987
O,1548569794,303182,2424
O,1548569794,303498,630
O,1548569795,302961,3258
O,1548569795,301748,4151
O,1548569796,303135,1772
T,1548569796,2752
P,1548569811,5143
P,1548569840,5140
P,1548569869,5143
P,1548569898,5142
P,1548569928,5140
P,1548569957,5143
P,1548569987,5142
P,1548570017,5144
P,1548570046,5143
P,1548570076,5144
P,1548570105,5143
P,1548570135,5143
P,1548570164,5142
P,1548570193,5143
P,1548570223,5143
P,1548570252,5142
P,1548570282,5141
P,1548570311,5141
P,1548570341,5145
P,1548570370,5142
P,1548570399,5144
P,1548570429,5144
P,1548570458,5142
P,1548570487,5143
P,1548570516,5142
P,1548570546,5144
P,1548570576,5142
P,1548570605,5141
P,1548570634,5144
P,1548570664,5143
P,1548570693,5144
P,1548570722,5142
P,1548570752,5145
P,1548570781,5144
