H,1550083342,304590
X,1550083342,678210,1231
X,1550083343,678064,1305
X,1550083344,677966,877
X,1550083344,678334,828
X,1550083345,677924,1025
X,1550083345,677867,929
X,1550083346,678090,1551
X,1550083346,677858,2034
X,1550083347,677372,8794
X,1550083348,677381,764
X,1550083348,677090,1023
X,1550083349,677289,1329
X,1550083349,677574,1596
X,1550083349,677822,1344
X,1550083349,678067,1167
X,1550083350,677322,28285
X,1550083351,678793,29593
X,1550083351,678377,18803
X,1550083352,679159,16423
X,1550083352,679437,31177
X,1550083353,679600,10068
X,1550083353,681790,15463
X,1550083354,682298,32552
X,1550083355,681870,15777
X,1550083355,680982,11162
X,1550083356,680604,25219
X,1550083356,680237,13403
X,1550083357,680548,15312
X,1550083357,680155,1681
X,1550083358,680030,11897
X,1550083359,680665,16119
X,1550083359,679958,26551
P,1550083360,5090
X,1550083360,680081,24733
X,1550083360,679731,13732
X,1550083361,679091,17320
X,1550083361,680187,20081
X,1550083362,680117,18809
X,1550083362,680691,3440
X,1550083363,680178,5665
X,1550083364,680295,10925
X,1550083364,680571,12872
X,1550083365,680992,14953
X,1550083365,680376,12753
X,1550083366,679534,14053
X,1550083366,679820,14046
X,1550083367,680057,2696
X,1550083368,680125,3535
X,1550083368,679060,1368
X,1550083369,679449,1527
X,1550083369,679405,1311
X,1550083370,679173,1911
X,1550083370,679049,4993
X,1550083371,679786,9654
X,1550083372,679653,2221
X,1550083372,679601,2108
X,1550083373,678516,3956
X,1550083373,678246,5334
X,1550083374,678764,2748
X,1550083374,678315,897
X,1550083375,678487,1452
X,1550083376,678370,907
X,1550083376,678327,26047
X,1550083377,677994,3851
X,1550083377,678095,1688
X,1550083378,678372,1427
X,1550083378,678435,1480
X,1550083379,678328,1064
X,1550083380,677882,1813
X,1550083380,677009,1230
X,1550083381,677415,1057
X,1550083381,676901,29288
X,1550083382,678044,3567
X,1550083382,678063,1078
X,1550083383,678117,1523
X,1550083384,678060,1467
X,1550083384,678148,1151
X,1550083385,678192,1500
X,1550083385,678272,755
X,1550083386,678356,1136
X,1550083386,678061,978
A,1550083386,677987,1000
T,1550083387,2753
X,1550083388,677235,1226
X,1550083389,677353,938
X,1550083389,677368,15873
P,1550083390,5090
X,1550083390,677544,1801
X,1550083390,677354,1557
X,1550083390,677292,1086
X,1550083391,677221,970
X,1550083391,677096,1101
X,1550083392,677080,1230
X,1550083392,677506,1821
X,1550083393,677410,1328
X,1550083394,677192,1040
X,1550083394,677299,772
X,1550083395,677026,1160
X,1550083395,676794,1384
X,1550083396,677500,1673
X,1550083396,677336,790
X,1550083397,677412,1191
X,1550083398,677184,12913
X,1550083398,677374,1924
X,1550083399,677419,1340
X,1550083399,677365,1189
X,1550083400,677421,1417
X,1550083400,677394,1175
X,1550083401,677495,1757
X,1550083402,677563,1983
X,1550083402,677620,645
X,1550083403,677550,599
X,1550083403,676757,4084
X,1550083404,678193,5529
X,1550083404,677605,2197
X,1550083405,677570,927
X,1550083406,677565,681
X,1550083406,677462,1041
X,1550083407,677586,892
X,1550083407,679827,17348
X,1550083408,676812,21471
X,1550083408,677885,6419
X,1550083409,678213,5978
X,1550083409,677690,744
X,1550083410,677651,1168
X,1550083411,677694,1846
X,1550083411,677463,1422
X,1550083412,677538,1344
X,1550083412,677646,1039
X,1550083413,677426,2381
X,1550083413,677688,1014
X,1550083414,677648,4272
X,1550083415,677339,2373
X,1550083415,677482,6425
X,1550083416,677485,1923
X,1550083416,677647,929
X,1550083417,677717,1142
X,1550083417,677571,719
X,1550083418,677526,3169
X,1550083419,677516,1178
P,1550083419,5093
X,1550083419,677455,3371
X,1550083420,677632,3245
X,1550083420,677407,914
X,1550083421,677512,797
X,1550083421,677416,1506
X,1550083422,677134,1296
X,1550083423,677197,496
X,1550083423,677243,646
X,1550083424,677157,1491
X,1550083424,677467,1097
X,1550083425,677576,638
X,1550083425,677645,768
X,1550083426,676883,1445
X,1550083427,677007,919
X,1550083427,677468,1807
X,1550083428,677584,1347
X,1550083428,677753,1000
A,1550083428,677467,746
T,1550083429,2753
X,1550083430,677925,1298
X,1550083431,677817,639
X,1550083431,678075,546
X,1550083431,677737,1031
X,1550083432,677700,1465
X,1550083432,677686,1599
X,1550083433,678159,1244
X,1550083433,678832,1835
X,1550083434,679023,1175
X,1550083434,679304,1057
X,1550083435,679536,1169
