H,1553100569,241338
P,1553100569,5162
P,1553100600,5162
P,1553100629,5163
P,1553100658,5160
P,1553100687,5163
P,1553100717,5162
P,1553100746,5160
P,1553100775,5163
P,1553100805,5162
P,1553100834,5162
P,1553100863,5162
P,1553100893,5163
P,1553100923,5163
P,1553100952,5162
P,1553100981,5161
P,1553101011,5161
P,1553101040,5161
P,1553101069,5163
P,1553101098,5162
P,1553101128,5162
P,1553101157,5161
P,1553101187,5164
P,1553101217,5161
P,1553101246,5161
P,1553101275,5161
P,1553101304,5162
P,1553101334,5162
P,1553101363,5160
P,1553101392,5161
P,1553101422,5161
P,1553101451,5161
P,1553101481,5161
P,1553101510,5162
P,1553101540,5163
P,1553101569,5162
P,1553101598,5162
P,1553101628,5161
P,1553101657,5161
P,1553101686,5161
P,1553101715,5162
O,1553101728,236198,7097
O,1553101729,238574,1333
O,1553101730,237106,14639
O,1553101730,246008,13157
O,1553101731,238564,10521
O,1553101731,232734,15417
O,1553101732,238094,12907
O,1553101732,231986,23967
O,1553101733,230335,25465
O,1553101734,240852,6258
O,1553101734,243732,12041
O,1553101735,232049,10182
O,1553101735,230585,7260
O,1553101736,228202,22600
O,1553101736,235698,25829
O,1553101737,222877,13262
O,1553101738,233943,34064
O,1553101738,240796,10133
O,1553101739,241174,9561
O,1553101739,239051,13509
O,1553101740,235238,9411
O,1553101740,232517,11896
O,1553101741,233734,10843
O,1553101742,231238,11598
O,1553101742,223824,16966
O,1553101743,231503,5893
O,1553101743,235570,8275
O,1553101744,235736,18792
O,1553101744,234493,11030
O,1553101745,236251,7540
P,1553101745,5154
O,1553101745,239806,8572
O,1553101746,237420,3822
O,1553101747,244771,11256
O,1553101747,248888,3339
O,1553101748,247824,7804
O,1553101748,245926,6275
O,1553101749,244433,3187
O,1553101749,238499,4095
O,1553101750,240072,6554
O,1553101751,239640,7864
O,1553101751,237593,4357
O,1553101751,238507,24539
O,1553101751,231739,14540
O,1553101752,235509,13547
O,1553101752,236406,11853
O,1553101753,247620,15077
O,1553101754,250331,5355
O,1553101754,243620,5654
O,1553101755,243164,3937
O,1553101755,240445,9889
O,1553101756,237529,11499
O,1553101756,237943,17828
O,1553101757,233912,7021
O,1553101758,230217,10071
O,1553101758,234035,7212
O,1553101759,234199,6081
O,1553101759,239345,5979
O,1553101760,243701,7842
O,1553101760,241605,8755
O,1553101761,242160,5470
O,1553101762,243866,4239
O,1553101762,239509,5902
O,1553101763,234745,6875
O,1553101763,232666,9799
O,1553101764,231811,5070
O,1553101764,231077,10810
O,1553101765,231496,8219
O,1553101765,236687,12332
O,1553101766,231048,7080
O,1553101767,235282,8220
O,1553101767,243077,3500
O,1553101768,241067,12913
O,1553101768,235180,4360
O,1553101769,235674,3825
O,1553101769,235996,5937
O,1553101770,236767,10317
O,1553101771,233329,8675
O,1553101771,235209,12377
O,1553101772,240796,8213
O,1553101772,235966,4732
O,1553101773,234085,8122
O,1553101773,235114,6623
O,1553101774,237007,4509
P,1553101775,5156
O,1553101775,238782,3123
O,1553101775,235237,7158
O,1553101776,234701,5297
O,1553101776,235198,15180
O,1553101777,228895,14920
O,1553101777,234511,22743
O,1553101778,236451,11464
O,1553101779,238318,15047
O,1553101779,233149,9105
O,1553101780,241309,9273
O,1553101780,232255,9974
O,1553101781,234368,7248
O,1553101781,231638,11980
O,1553101782,232958,6375
O,1553101783,235159,4551
O,1553101783,234576,4632
O,1553101784,232767,9291
O,1553101784,235175,6428
T,1553101784,2831
P,1553101804,5159
P,1553101833,5162
P,1553101863,5162
P,1553101892,5162
P,1553101921,5161
P,1553101951,5162
P,1553101980,5160
P,1553102009,5163
P,1553102038,5161
P,1553102069,5161
P,1553102098,5163
P,1553102127,5162
P,1553102157,5160
P,1553102186,5161
P,1553102215,5162
P,1553102244,5162
P,1553102274,5161
P,1553102303,5161
P,1553102332,5160
P,1553102363,5162
P,1553102392,5160
P,1553102421,5162
P,1553102450,5162
P,1553102480,5161
P,1553102509,5161
P,1553102538,5161
P,1553102568,5162
P,1553102597,5160
P,1553102626,5161
P,1553102656,5162
P,1553102686,5162
P,1553102715,5161
P,1553102744,5160
P,1553102774,5160
P,1553102803,5162
P,1553102832,5162
P,1553102861,5161
P,1553102891,5161
P,1553102920,5162
P,1553102950,5159
P,1553102980,5161
P,1553103009,5159
P,1553103038,5163
P,1553103067,5161
P,1553103097,5161
P,1553103126,5162
P,1553103156,5161
P,1553103186,5163
P,1553103215,5163
P,1553103245,5161
P,1553103274,5162
P,1553103304,5162
P,1553103333,5160
P,1553103362,5161
P,1553103392,5164
P,1553103421,5162
P,1553103450,5162
P,1553103479,5161
P,1553103509,5162
