H,1552007710,241338
X,1552007710,648005,3036
X,1552007710,648176,3463
X,1552007711,647714,2498
X,1552007711,648437,2552
X,1552007711,648568,1898
X,1552007711,648579,1324
X,1552007712,648189,1934
X,1552007713,648610,969
X,1552007713,648572,831
X,1552007714,648555,1599
X,1552007714,648742,1265
X,1552007715,648617,1920
X,1552007715,648640,4611
X,1552007716,648905,2232
X,1552007717,648761,1202
X,1552007717,648897,1892
X,1552007718,648863,2261
X,1552007718,649035,1377
X,1552007719,649197,1334
X,1552007719,648976,2021
X,1552007720,648762,2378
X,1552007721,648590,2047
X,1552007721,648748,1768
X,1552007722,648603,1403
X,1552007722,648597,2002
X,1552007723,648467,3222
X,1552007723,647840,1528
X,1552007724,647933,1310
X,1552007725,647670,1624
X,1552007725,647185,3144
X,1552007726,646968,2794
X,1552007726,646240,3226
X,1552007727,646567,2034
X,1552007727,644951,31836
X,1552007728,642462,6511
X,1552007729,642098,7815
X,1552007729,643743,10903
X,1552007730,646072,6129
X,1552007730,647096,2575
X,1552007731,646779,4149
X,1552007731,647071,4093
X,1552007732,641590,23280
X,1552007732,647178,4702
X,1552007733,646823,5988
X,1552007734,648981,4409
P,1552007734,5226
X,1552007734,648583,41321
X,1552007735,648306,5871
X,1552007735,648642,3719
X,1552007736,645088,14356
X,1552007736,645224,37148
X,1552007737,650348,9293
X,1552007738,650522,4286
X,1552007738,650060,6224
X,1552007739,649281,2664
X,1552007739,649604,2030
X,1552007740,649410,1744
X,1552007740,649316,1829
X,1552007741,649947,1113
X,1552007742,650080,1563
X,1552007742,649067,1924
X,1552007743,647700,4238
X,1552007743,647550,2058
X,1552007744,648260,1356
X,1552007744,648214,2396
X,1552007745,647851,2970
X,1552007746,647523,940
X,1552007746,648864,3659
X,1552007747,649706,2108
X,1552007747,649906,2237
X,1552007748,650536,1339
X,1552007748,650494,2258
X,1552007749,649554,1700
X,1552007749,649260,1558
X,1552007750,649590,2217
X,1552007751,650115,1163
X,1552007751,649891,1708
X,1552007752,650084,2577
X,1552007752,650694,1034
X,1552007752,651028,1683
X,1552007752,650869,1892
X,1552007753,650880,2227
X,1552007754,651211,968
X,1552007754,651033,1594
X,1552007755,651415,1047
X,1552007755,650632,1794
X,1552007756,650232,2794
X,1552007756,650910,2565
X,1552007757,649449,3053
X,1552007758,649912,2122
X,1552007758,650619,2472
X,1552007759,650549,2731
X,1552007759,650844,1394
X,1552007760,650739,1599
X,1552007760,648714,36648
X,1552007761,655552,38551
X,1552007762,661945,54530
X,1552007762,528191,52919
X,1552007763,279673,10533
P,1552007763,5227
X,1552007763,274108,3692
X,1552007764,271466,2179
X,1552007764,269722,1675
X,1552007765,267847,1786
X,1552007766,266298,1182
X,1552007766,265497,746
X,1552007767,265177,432
X,1552007767,264855,894
X,1552007768,263967,628
X,1552007768,263704,319
O,1552007769,263062,741
O,1552007769,262812,705
O,1552007770,262356,234
O,1552007771,262255,432
O,1552007771,261762,594
O,1552007772,261548,435
O,1552007772,261411,484
O,1552007773,261344,217
O,1552007773,261173,428
O,1552007774,260706,698
O,1552007775,260284,410
O,1552007775,259678,735
O,1552007776,259613,385
O,1552007776,259712,467
O,1552007777,259562,463
O,1552007777,259527,281
O,1552007778,259447,174
O,1552007779,259372,185
O,1552007779,259147,201
O,1552007780,259112,135
O,1552007780,258744,564
O,1552007781,258527,145
O,1552007781,258372,534
O,1552007782,257472,696
O,1552007783,256484,373
O,1552007783,256229,664
O,1552007784,256723,1443
O,1552007784,257717,208
O,1552007785,257434,593
O,1552007785,257437,552
O,1552007786,257092,632
O,1552007787,256814,227
O,1552007787,256779,433
O,1552007788,256634,139
O,1552007788,256477,264
O,1552007789,256555,455
O,1552007789,256794,93
O,1552007790,256769,172
O,1552007790,256662,185
O,1552007791,256412,401
O,1552007792,256090,460
O,1552007792,255976,157
O,1552007793,255828,215
P,1552007793,5226
O,1552007793,255852,189
O,1552007793,255762,276
O,1552007793,255805,76
O,1552007794,255515,810
O,1552007795,255183,495
O,1552007795,254840,1061
O,1552007796,254838,826
O,1552007796,255371,223
O,1552007797,255448,442
O,1552007797,255266,621
O,1552007798,254895,458
O,1552007799,254521,625
O,1552007799,254523,249
O,1552007800,254689,309
O,1552007800,254550,209
O,1552007801,254598,602
O,1552007801,254330,445
